element_index  x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 volume deltaZ
184  2.9000 0.92500 -0.30000 2.9500 0.92500 -0.30000 2.9500 0.87500 -0.30000 2.9000 0.87500 -0.30000 0.00012500 0.050000
185  2.9000 0.92500 -0.25000 2.9500 0.92500 -0.25000 2.9500 0.87500 -0.25000 2.9000 0.87500 -0.25000 0.00012500 0.050000
186  2.9000 0.92500 -0.20000 2.9500 0.92500 -0.20000 2.9500 0.87500 -0.20000 2.9000 0.87500 -0.20000 0.00012500 0.050000
187  2.9000 0.92500 -0.15000 2.9500 0.92500 -0.15000 2.9500 0.87500 -0.15000 2.9000 0.87500 -0.15000 0.00012500 0.050000
188  2.9000 0.92500 -0.10000 2.9500 0.92500 -0.10000 2.9500 0.87500 -0.10000 2.9000 0.87500 -0.10000 0.00012500 0.050000
189  2.9000 0.92500 -0.050000 2.9500 0.92500 -0.050000 2.9500 0.87500 -0.050000 2.9000 0.87500 -0.050000 0.00012500 0.050000
190  2.9000 0.92500 0.0000 2.9500 0.92500 0.0000 2.9500 0.87500 0.0000 2.9000 0.87500 0.0000 0.00012500 0.050000
191  2.9000 0.92500 0.050000 2.9500 0.92500 0.050000 2.9500 0.87500 0.050000 2.9000 0.87500 0.050000 0.00012500 0.050000
192  2.9000 0.92500 0.10000 2.9500 0.92500 0.10000 2.9500 0.87500 0.10000 2.9000 0.87500 0.10000 0.00012500 0.050000
193  2.9000 0.92500 0.15000 2.9500 0.92500 0.15000 2.9500 0.87500 0.15000 2.9000 0.87500 0.15000 0.00012500 0.050000
194  2.9000 0.92500 0.20000 2.9500 0.92500 0.20000 2.9500 0.87500 0.20000 2.9000 0.87500 0.20000 0.00012500 0.050000
195  2.9000 0.92500 0.25000 2.9500 0.92500 0.25000 2.9500 0.87500 0.25000 2.9000 0.87500 0.25000 0.00012500 0.050000
196  2.9000 0.92500 0.30000 2.9500 0.92500 0.30000 2.9500 0.87500 0.30000 2.9000 0.87500 0.30000 0.00012500 0.050000
197  2.9000 0.92500 0.35000 2.9500 0.92500 0.35000 2.9500 0.87500 0.35000 2.9000 0.87500 0.35000 0.00012500 0.050000
198  2.9000 0.92500 0.40000 2.9500 0.92500 0.40000 2.9500 0.87500 0.40000 2.9000 0.87500 0.40000 0.00012500 0.050000
199  2.9000 0.92500 0.45000 2.9500 0.92500 0.45000 2.9500 0.87500 0.45000 2.9000 0.87500 0.45000 0.00012500 0.050000
200  2.9000 0.87500 -0.45000 2.9500 0.87500 -0.45000 2.9500 0.82500 -0.45000 2.9000 0.82500 -0.45000 0.00012500 0.050000
201  2.9000 0.87500 -0.40000 2.9500 0.87500 -0.40000 2.9500 0.82500 -0.40000 2.9000 0.82500 -0.40000 0.00012500 0.050000
202  2.9000 0.87500 -0.35000 2.9500 0.87500 -0.35000 2.9500 0.82500 -0.35000 2.9000 0.82500 -0.35000 0.00012500 0.050000
203  2.9000 0.87500 -0.30000 2.9500 0.87500 -0.30000 2.9500 0.82500 -0.30000 2.9000 0.82500 -0.30000 0.00012500 0.050000
204  2.9000 0.87500 -0.25000 2.9500 0.87500 -0.25000 2.9500 0.82500 -0.25000 2.9000 0.82500 -0.25000 0.00012500 0.050000
205  2.9000 0.87500 -0.20000 2.9500 0.87500 -0.20000 2.9500 0.82500 -0.20000 2.9000 0.82500 -0.20000 0.00012500 0.050000
206  2.9000 0.87500 -0.15000 2.9500 0.87500 -0.15000 2.9500 0.82500 -0.15000 2.9000 0.82500 -0.15000 0.00012500 0.050000
207  2.9000 0.87500 -0.10000 2.9500 0.87500 -0.10000 2.9500 0.82500 -0.10000 2.9000 0.82500 -0.10000 0.00012500 0.050000
208  2.9000 0.87500 -0.050000 2.9500 0.87500 -0.050000 2.9500 0.82500 -0.050000 2.9000 0.82500 -0.050000 0.00012500 0.050000
209  2.9000 0.87500 0.0000 2.9500 0.87500 0.0000 2.9500 0.82500 0.0000 2.9000 0.82500 0.0000 0.00012500 0.050000
210  2.9000 0.87500 0.050000 2.9500 0.87500 0.050000 2.9500 0.82500 0.050000 2.9000 0.82500 0.050000 0.00012500 0.050000
211  2.9000 0.87500 0.10000 2.9500 0.87500 0.10000 2.9500 0.82500 0.10000 2.9000 0.82500 0.10000 0.00012500 0.050000
212  2.9000 0.87500 0.15000 2.9500 0.87500 0.15000 2.9500 0.82500 0.15000 2.9000 0.82500 0.15000 0.00012500 0.050000
213  2.9000 0.87500 0.20000 2.9500 0.87500 0.20000 2.9500 0.82500 0.20000 2.9000 0.82500 0.20000 0.00012500 0.050000
214  2.9000 0.87500 0.25000 2.9500 0.87500 0.25000 2.9500 0.82500 0.25000 2.9000 0.82500 0.25000 0.00012500 0.050000
215  2.9000 0.87500 0.30000 2.9500 0.87500 0.30000 2.9500 0.82500 0.30000 2.9000 0.82500 0.30000 0.00012500 0.050000
216  2.9000 0.87500 0.35000 2.9500 0.87500 0.35000 2.9500 0.82500 0.35000 2.9000 0.82500 0.35000 0.00012500 0.050000
217  2.9000 0.87500 0.40000 2.9500 0.87500 0.40000 2.9500 0.82500 0.40000 2.9000 0.82500 0.40000 0.00012500 0.050000
218  2.9000 0.87500 0.45000 2.9500 0.87500 0.45000 2.9500 0.82500 0.45000 2.9000 0.82500 0.45000 0.00012500 0.050000
219  2.9000 0.82500 -0.45000 2.9500 0.82500 -0.45000 2.9500 0.77500 -0.45000 2.9000 0.77500 -0.45000 0.00012500 0.050000
220  2.9000 0.82500 -0.40000 2.9500 0.82500 -0.40000 2.9500 0.77500 -0.40000 2.9000 0.77500 -0.40000 0.00012500 0.050000
221  2.9000 0.82500 -0.35000 2.9500 0.82500 -0.35000 2.9500 0.77500 -0.35000 2.9000 0.77500 -0.35000 0.00012500 0.050000
222  2.9000 0.82500 -0.30000 2.9500 0.82500 -0.30000 2.9500 0.77500 -0.30000 2.9000 0.77500 -0.30000 0.00012500 0.050000
223  2.9000 0.82500 -0.25000 2.9500 0.82500 -0.25000 2.9500 0.77500 -0.25000 2.9000 0.77500 -0.25000 0.00012500 0.050000
224  2.9000 0.82500 -0.20000 2.9500 0.82500 -0.20000 2.9500 0.77500 -0.20000 2.9000 0.77500 -0.20000 0.00012500 0.050000
225  2.9000 0.82500 -0.15000 2.9500 0.82500 -0.15000 2.9500 0.77500 -0.15000 2.9000 0.77500 -0.15000 0.00012500 0.050000
226  2.9000 0.82500 -0.10000 2.9500 0.82500 -0.10000 2.9500 0.77500 -0.10000 2.9000 0.77500 -0.10000 0.00012500 0.050000
227  2.9000 0.82500 -0.050000 2.9500 0.82500 -0.050000 2.9500 0.77500 -0.050000 2.9000 0.77500 -0.050000 0.00012500 0.050000
228  2.9000 0.82500 0.0000 2.9500 0.82500 0.0000 2.9500 0.77500 0.0000 2.9000 0.77500 0.0000 0.00012500 0.050000
229  2.9000 0.82500 0.050000 2.9500 0.82500 0.050000 2.9500 0.77500 0.050000 2.9000 0.77500 0.050000 0.00012500 0.050000
230  2.9000 0.82500 0.10000 2.9500 0.82500 0.10000 2.9500 0.77500 0.10000 2.9000 0.77500 0.10000 0.00012500 0.050000
231  2.9000 0.82500 0.15000 2.9500 0.82500 0.15000 2.9500 0.77500 0.15000 2.9000 0.77500 0.15000 0.00012500 0.050000
232  2.9000 0.82500 0.20000 2.9500 0.82500 0.20000 2.9500 0.77500 0.20000 2.9000 0.77500 0.20000 0.00012500 0.050000
233  2.9000 0.82500 0.25000 2.9500 0.82500 0.25000 2.9500 0.77500 0.25000 2.9000 0.77500 0.25000 0.00012500 0.050000
234  2.9000 0.82500 0.30000 2.9500 0.82500 0.30000 2.9500 0.77500 0.30000 2.9000 0.77500 0.30000 0.00012500 0.050000
235  2.9000 0.82500 0.35000 2.9500 0.82500 0.35000 2.9500 0.77500 0.35000 2.9000 0.77500 0.35000 0.00012500 0.050000
236  2.9000 0.82500 0.40000 2.9500 0.82500 0.40000 2.9500 0.77500 0.40000 2.9000 0.77500 0.40000 0.00012500 0.050000
237  2.9000 0.82500 0.45000 2.9500 0.82500 0.45000 2.9500 0.77500 0.45000 2.9000 0.77500 0.45000 0.00012500 0.050000
238  2.9000 0.77500 -0.40000 2.9500 0.77500 -0.40000 2.9500 0.72500 -0.40000 2.9000 0.72500 -0.40000 0.00012500 0.050000
239  2.9000 0.77500 -0.35000 2.9500 0.77500 -0.35000 2.9500 0.72500 -0.35000 2.9000 0.72500 -0.35000 0.00012500 0.050000
240  2.9000 0.77500 -0.30000 2.9500 0.77500 -0.30000 2.9500 0.72500 -0.30000 2.9000 0.72500 -0.30000 0.00012500 0.050000
241  2.9000 0.77500 -0.25000 2.9500 0.77500 -0.25000 2.9500 0.72500 -0.25000 2.9000 0.72500 -0.25000 0.00012500 0.050000
242  2.9000 0.77500 -0.20000 2.9500 0.77500 -0.20000 2.9500 0.72500 -0.20000 2.9000 0.72500 -0.20000 0.00012500 0.050000
243  2.9000 0.77500 -0.15000 2.9500 0.77500 -0.15000 2.9500 0.72500 -0.15000 2.9000 0.72500 -0.15000 0.00012500 0.050000
244  2.9000 0.77500 -0.10000 2.9500 0.77500 -0.10000 2.9500 0.72500 -0.10000 2.9000 0.72500 -0.10000 0.00012500 0.050000
245  2.9000 0.77500 -0.050000 2.9500 0.77500 -0.050000 2.9500 0.72500 -0.050000 2.9000 0.72500 -0.050000 0.00012500 0.050000
246  2.9000 0.77500 0.0000 2.9500 0.77500 0.0000 2.9500 0.72500 0.0000 2.9000 0.72500 0.0000 0.00012500 0.050000
247  2.9000 0.77500 0.050000 2.9500 0.77500 0.050000 2.9500 0.72500 0.050000 2.9000 0.72500 0.050000 0.00012500 0.050000
248  2.9000 0.77500 0.10000 2.9500 0.77500 0.10000 2.9500 0.72500 0.10000 2.9000 0.72500 0.10000 0.00012500 0.050000
249  2.9000 0.77500 0.15000 2.9500 0.77500 0.15000 2.9500 0.72500 0.15000 2.9000 0.72500 0.15000 0.00012500 0.050000
250  2.9000 0.77500 0.20000 2.9500 0.77500 0.20000 2.9500 0.72500 0.20000 2.9000 0.72500 0.20000 0.00012500 0.050000
251  2.9000 0.77500 0.25000 2.9500 0.77500 0.25000 2.9500 0.72500 0.25000 2.9000 0.72500 0.25000 0.00012500 0.050000
252  2.9000 0.77500 0.30000 2.9500 0.77500 0.30000 2.9500 0.72500 0.30000 2.9000 0.72500 0.30000 0.00012500 0.050000
253  2.9000 0.77500 0.35000 2.9500 0.77500 0.35000 2.9500 0.72500 0.35000 2.9000 0.72500 0.35000 0.00012500 0.050000
254  2.9000 0.77500 0.40000 2.9500 0.77500 0.40000 2.9500 0.72500 0.40000 2.9000 0.72500 0.40000 0.00012500 0.050000
255  2.9000 0.72500 -0.35000 2.9500 0.72500 -0.35000 2.9500 0.67500 -0.35000 2.9000 0.67500 -0.35000 0.00012500 0.050000
256  2.9000 0.72500 -0.30000 2.9500 0.72500 -0.30000 2.9500 0.67500 -0.30000 2.9000 0.67500 -0.30000 0.00012500 0.050000
257  2.9000 0.72500 -0.25000 2.9500 0.72500 -0.25000 2.9500 0.67500 -0.25000 2.9000 0.67500 -0.25000 0.00012500 0.050000
258  2.9000 0.72500 -0.20000 2.9500 0.72500 -0.20000 2.9500 0.67500 -0.20000 2.9000 0.67500 -0.20000 0.00012500 0.050000
259  2.9000 0.72500 -0.15000 2.9500 0.72500 -0.15000 2.9500 0.67500 -0.15000 2.9000 0.67500 -0.15000 0.00012500 0.050000
260  2.9000 0.72500 -0.10000 2.9500 0.72500 -0.10000 2.9500 0.67500 -0.10000 2.9000 0.67500 -0.10000 0.00012500 0.050000
261  2.9000 0.72500 -0.050000 2.9500 0.72500 -0.050000 2.9500 0.67500 -0.050000 2.9000 0.67500 -0.050000 0.00012500 0.050000
262  2.9000 0.72500 0.0000 2.9500 0.72500 0.0000 2.9500 0.67500 0.0000 2.9000 0.67500 0.0000 0.00012500 0.050000
263  2.9000 0.72500 0.050000 2.9500 0.72500 0.050000 2.9500 0.67500 0.050000 2.9000 0.67500 0.050000 0.00012500 0.050000
264  2.9000 0.72500 0.10000 2.9500 0.72500 0.10000 2.9500 0.67500 0.10000 2.9000 0.67500 0.10000 0.00012500 0.050000
265  2.9000 0.72500 0.15000 2.9500 0.72500 0.15000 2.9500 0.67500 0.15000 2.9000 0.67500 0.15000 0.00012500 0.050000
266  2.9000 0.72500 0.20000 2.9500 0.72500 0.20000 2.9500 0.67500 0.20000 2.9000 0.67500 0.20000 0.00012500 0.050000
267  2.9000 0.72500 0.25000 2.9500 0.72500 0.25000 2.9500 0.67500 0.25000 2.9000 0.67500 0.25000 0.00012500 0.050000
268  2.9000 0.72500 0.30000 2.9500 0.72500 0.30000 2.9500 0.67500 0.30000 2.9000 0.67500 0.30000 0.00012500 0.050000
269  2.9000 0.72500 0.35000 2.9500 0.72500 0.35000 2.9500 0.67500 0.35000 2.9000 0.67500 0.35000 0.00012500 0.050000
270  2.9000 0.67500 -0.35000 2.9500 0.67500 -0.35000 2.9500 0.62500 -0.35000 2.9000 0.62500 -0.35000 0.00012500 0.050000
271  2.9000 0.67500 -0.30000 2.9500 0.67500 -0.30000 2.9500 0.62500 -0.30000 2.9000 0.62500 -0.30000 0.00012500 0.050000
272  2.9000 0.67500 -0.25000 2.9500 0.67500 -0.25000 2.9500 0.62500 -0.25000 2.9000 0.62500 -0.25000 0.00012500 0.050000
273  2.9000 0.67500 -0.20000 2.9500 0.67500 -0.20000 2.9500 0.62500 -0.20000 2.9000 0.62500 -0.20000 0.00012500 0.050000
274  2.9000 0.67500 -0.15000 2.9500 0.67500 -0.15000 2.9500 0.62500 -0.15000 2.9000 0.62500 -0.15000 0.00012500 0.050000
275  2.9000 0.67500 -0.10000 2.9500 0.67500 -0.10000 2.9500 0.62500 -0.10000 2.9000 0.62500 -0.10000 0.00012500 0.050000
276  2.9000 0.67500 -0.050000 2.9500 0.67500 -0.050000 2.9500 0.62500 -0.050000 2.9000 0.62500 -0.050000 0.00012500 0.050000
277  2.9000 0.67500 0.0000 2.9500 0.67500 0.0000 2.9500 0.62500 0.0000 2.9000 0.62500 0.0000 0.00012500 0.050000
278  2.9000 0.67500 0.050000 2.9500 0.67500 0.050000 2.9500 0.62500 0.050000 2.9000 0.62500 0.050000 0.00012500 0.050000
279  2.9000 0.67500 0.10000 2.9500 0.67500 0.10000 2.9500 0.62500 0.10000 2.9000 0.62500 0.10000 0.00012500 0.050000
280  2.9000 0.67500 0.15000 2.9500 0.67500 0.15000 2.9500 0.62500 0.15000 2.9000 0.62500 0.15000 0.00012500 0.050000
281  2.9000 0.67500 0.20000 2.9500 0.67500 0.20000 2.9500 0.62500 0.20000 2.9000 0.62500 0.20000 0.00012500 0.050000
282  2.9000 0.67500 0.25000 2.9500 0.67500 0.25000 2.9500 0.62500 0.25000 2.9000 0.62500 0.25000 0.00012500 0.050000
283  2.9000 0.67500 0.30000 2.9500 0.67500 0.30000 2.9500 0.62500 0.30000 2.9000 0.62500 0.30000 0.00012500 0.050000
284  2.9000 0.67500 0.35000 2.9500 0.67500 0.35000 2.9500 0.62500 0.35000 2.9000 0.62500 0.35000 0.00012500 0.050000
285  2.9000 0.62500 -0.25000 2.9500 0.62500 -0.25000 2.9500 0.57500 -0.25000 2.9000 0.57500 -0.25000 0.00012500 0.050000
286  2.9000 0.62500 -0.20000 2.9500 0.62500 -0.20000 2.9500 0.57500 -0.20000 2.9000 0.57500 -0.20000 0.00012500 0.050000
287  2.9000 0.62500 -0.15000 2.9500 0.62500 -0.15000 2.9500 0.57500 -0.15000 2.9000 0.57500 -0.15000 0.00012500 0.050000
288  2.9000 0.62500 -0.10000 2.9500 0.62500 -0.10000 2.9500 0.57500 -0.10000 2.9000 0.57500 -0.10000 0.00012500 0.050000
289  2.9000 0.62500 -0.050000 2.9500 0.62500 -0.050000 2.9500 0.57500 -0.050000 2.9000 0.57500 -0.050000 0.00012500 0.050000
290  2.9000 0.62500 0.0000 2.9500 0.62500 0.0000 2.9500 0.57500 0.0000 2.9000 0.57500 0.0000 0.00012500 0.050000
291  2.9000 0.62500 0.050000 2.9500 0.62500 0.050000 2.9500 0.57500 0.050000 2.9000 0.57500 0.050000 0.00012500 0.050000
292  2.9000 0.62500 0.10000 2.9500 0.62500 0.10000 2.9500 0.57500 0.10000 2.9000 0.57500 0.10000 0.00012500 0.050000
293  2.9000 0.62500 0.15000 2.9500 0.62500 0.15000 2.9500 0.57500 0.15000 2.9000 0.57500 0.15000 0.00012500 0.050000
294  2.9000 0.62500 0.20000 2.9500 0.62500 0.20000 2.9500 0.57500 0.20000 2.9000 0.57500 0.20000 0.00012500 0.050000
295  2.9000 0.62500 0.25000 2.9500 0.62500 0.25000 2.9500 0.57500 0.25000 2.9000 0.57500 0.25000 0.00012500 0.050000
296  2.9000 0.57500 -0.20000 2.9500 0.57500 -0.20000 2.9500 0.52500 -0.20000 2.9000 0.52500 -0.20000 0.00012500 0.050000
297  2.9000 0.57500 -0.15000 2.9500 0.57500 -0.15000 2.9500 0.52500 -0.15000 2.9000 0.52500 -0.15000 0.00012500 0.050000
298  2.9000 0.57500 -0.10000 2.9500 0.57500 -0.10000 2.9500 0.52500 -0.10000 2.9000 0.52500 -0.10000 0.00012500 0.050000
299  2.9000 0.57500 -0.050000 2.9500 0.57500 -0.050000 2.9500 0.52500 -0.050000 2.9000 0.52500 -0.050000 0.00012500 0.050000
300  2.9000 0.57500 0.0000 2.9500 0.57500 0.0000 2.9500 0.52500 0.0000 2.9000 0.52500 0.0000 0.00012500 0.050000
301  2.9000 0.57500 0.050000 2.9500 0.57500 0.050000 2.9500 0.52500 0.050000 2.9000 0.52500 0.050000 0.00012500 0.050000
302  2.9000 0.57500 0.10000 2.9500 0.57500 0.10000 2.9500 0.52500 0.10000 2.9000 0.52500 0.10000 0.00012500 0.050000
303  2.9000 0.57500 0.15000 2.9500 0.57500 0.15000 2.9500 0.52500 0.15000 2.9000 0.52500 0.15000 0.00012500 0.050000
304  2.9000 0.57500 0.20000 2.9500 0.57500 0.20000 2.9500 0.52500 0.20000 2.9000 0.52500 0.20000 0.00012500 0.050000
305  2.9500 1.4750 -0.20000 3.0000 1.4750 -0.20000 3.0000 1.4250 -0.20000 2.9500 1.4250 -0.20000 0.00012500 0.050000
306  2.9500 1.4750 -0.15000 3.0000 1.4750 -0.15000 3.0000 1.4250 -0.15000 2.9500 1.4250 -0.15000 0.00012500 0.050000
307  2.9500 1.4750 -0.10000 3.0000 1.4750 -0.10000 3.0000 1.4250 -0.10000 2.9500 1.4250 -0.10000 0.00012500 0.050000
308  2.9500 1.4750 -0.050000 3.0000 1.4750 -0.050000 3.0000 1.4250 -0.050000 2.9500 1.4250 -0.050000 0.00012500 0.050000
309  2.9500 1.4750 0.0000 3.0000 1.4750 0.0000 3.0000 1.4250 0.0000 2.9500 1.4250 0.0000 0.00012500 0.050000
310  2.9500 1.4750 0.050000 3.0000 1.4750 0.050000 3.0000 1.4250 0.050000 2.9500 1.4250 0.050000 0.00012500 0.050000
311  2.9500 1.4750 0.10000 3.0000 1.4750 0.10000 3.0000 1.4250 0.10000 2.9500 1.4250 0.10000 0.00012500 0.050000
312  2.9500 1.4750 0.15000 3.0000 1.4750 0.15000 3.0000 1.4250 0.15000 2.9500 1.4250 0.15000 0.00012500 0.050000
313  2.9500 1.4750 0.20000 3.0000 1.4750 0.20000 3.0000 1.4250 0.20000 2.9500 1.4250 0.20000 0.00012500 0.050000
314  2.9500 1.4250 -0.25000 3.0000 1.4250 -0.25000 3.0000 1.3750 -0.25000 2.9500 1.3750 -0.25000 0.00012500 0.050000
315  2.9500 1.4250 -0.20000 3.0000 1.4250 -0.20000 3.0000 1.3750 -0.20000 2.9500 1.3750 -0.20000 0.00012500 0.050000
316  2.9500 1.4250 -0.15000 3.0000 1.4250 -0.15000 3.0000 1.3750 -0.15000 2.9500 1.3750 -0.15000 0.00012500 0.050000
317  2.9500 1.4250 -0.10000 3.0000 1.4250 -0.10000 3.0000 1.3750 -0.10000 2.9500 1.3750 -0.10000 0.00012500 0.050000
318  2.9500 1.4250 -0.050000 3.0000 1.4250 -0.050000 3.0000 1.3750 -0.050000 2.9500 1.3750 -0.050000 0.00012500 0.050000
319  2.9500 1.4250 0.0000 3.0000 1.4250 0.0000 3.0000 1.3750 0.0000 2.9500 1.3750 0.0000 0.00012500 0.050000
320  2.9500 1.4250 0.050000 3.0000 1.4250 0.050000 3.0000 1.3750 0.050000 2.9500 1.3750 0.050000 0.00012500 0.050000
321  2.9500 1.4250 0.10000 3.0000 1.4250 0.10000 3.0000 1.3750 0.10000 2.9500 1.3750 0.10000 0.00012500 0.050000
322  2.9500 1.4250 0.15000 3.0000 1.4250 0.15000 3.0000 1.3750 0.15000 2.9500 1.3750 0.15000 0.00012500 0.050000
323  2.9500 1.4250 0.20000 3.0000 1.4250 0.20000 3.0000 1.3750 0.20000 2.9500 1.3750 0.20000 0.00012500 0.050000
324  2.9500 1.4250 0.25000 3.0000 1.4250 0.25000 3.0000 1.3750 0.25000 2.9500 1.3750 0.25000 0.00012500 0.050000
325  2.9500 1.3750 -0.35000 3.0000 1.3750 -0.35000 3.0000 1.3250 -0.35000 2.9500 1.3250 -0.35000 0.00012500 0.050000
326  2.9500 1.3750 -0.30000 3.0000 1.3750 -0.30000 3.0000 1.3250 -0.30000 2.9500 1.3250 -0.30000 0.00012500 0.050000
327  2.9500 1.3750 -0.25000 3.0000 1.3750 -0.25000 3.0000 1.3250 -0.25000 2.9500 1.3250 -0.25000 0.00012500 0.050000
328  2.9500 1.3750 -0.20000 3.0000 1.3750 -0.20000 3.0000 1.3250 -0.20000 2.9500 1.3250 -0.20000 0.00012500 0.050000
329  2.9500 1.3750 -0.15000 3.0000 1.3750 -0.15000 3.0000 1.3250 -0.15000 2.9500 1.3250 -0.15000 0.00012500 0.050000
330  2.9500 1.3750 -0.10000 3.0000 1.3750 -0.10000 3.0000 1.3250 -0.10000 2.9500 1.3250 -0.10000 0.00012500 0.050000
331  2.9500 1.3750 -0.050000 3.0000 1.3750 -0.050000 3.0000 1.3250 -0.050000 2.9500 1.3250 -0.050000 0.00012500 0.050000
332  2.9500 1.3750 0.0000 3.0000 1.3750 0.0000 3.0000 1.3250 0.0000 2.9500 1.3250 0.0000 0.00012500 0.050000
333  2.9500 1.3750 0.050000 3.0000 1.3750 0.050000 3.0000 1.3250 0.050000 2.9500 1.3250 0.050000 0.00012500 0.050000
334  2.9500 1.3750 0.10000 3.0000 1.3750 0.10000 3.0000 1.3250 0.10000 2.9500 1.3250 0.10000 0.00012500 0.050000
335  2.9500 1.3750 0.15000 3.0000 1.3750 0.15000 3.0000 1.3250 0.15000 2.9500 1.3250 0.15000 0.00012500 0.050000
336  2.9500 1.3750 0.20000 3.0000 1.3750 0.20000 3.0000 1.3250 0.20000 2.9500 1.3250 0.20000 0.00012500 0.050000
337  2.9500 1.3750 0.25000 3.0000 1.3750 0.25000 3.0000 1.3250 0.25000 2.9500 1.3250 0.25000 0.00012500 0.050000
338  2.9500 1.3750 0.30000 3.0000 1.3750 0.30000 3.0000 1.3250 0.30000 2.9500 1.3250 0.30000 0.00012500 0.050000
339  2.9500 1.3750 0.35000 3.0000 1.3750 0.35000 3.0000 1.3250 0.35000 2.9500 1.3250 0.35000 0.00012500 0.050000
340  2.9500 1.3250 -0.35000 3.0000 1.3250 -0.35000 3.0000 1.2750 -0.35000 2.9500 1.2750 -0.35000 0.00012500 0.050000
341  2.9500 1.3250 -0.30000 3.0000 1.3250 -0.30000 3.0000 1.2750 -0.30000 2.9500 1.2750 -0.30000 0.00012500 0.050000
342  2.9500 1.3250 -0.25000 3.0000 1.3250 -0.25000 3.0000 1.2750 -0.25000 2.9500 1.2750 -0.25000 0.00012500 0.050000
343  2.9500 1.3250 -0.20000 3.0000 1.3250 -0.20000 3.0000 1.2750 -0.20000 2.9500 1.2750 -0.20000 0.00012500 0.050000
344  2.9500 1.3250 -0.15000 3.0000 1.3250 -0.15000 3.0000 1.2750 -0.15000 2.9500 1.2750 -0.15000 0.00012500 0.050000
345  2.9500 1.3250 -0.10000 3.0000 1.3250 -0.10000 3.0000 1.2750 -0.10000 2.9500 1.2750 -0.10000 0.00012500 0.050000
346  2.9500 1.3250 -0.050000 3.0000 1.3250 -0.050000 3.0000 1.2750 -0.050000 2.9500 1.2750 -0.050000 0.00012500 0.050000
347  2.9500 1.3250 0.0000 3.0000 1.3250 0.0000 3.0000 1.2750 0.0000 2.9500 1.2750 0.0000 0.00012500 0.050000
348  2.9500 1.3250 0.050000 3.0000 1.3250 0.050000 3.0000 1.2750 0.050000 2.9500 1.2750 0.050000 0.00012500 0.050000
349  2.9500 1.3250 0.10000 3.0000 1.3250 0.10000 3.0000 1.2750 0.10000 2.9500 1.2750 0.10000 0.00012500 0.050000
350  2.9500 1.3250 0.15000 3.0000 1.3250 0.15000 3.0000 1.2750 0.15000 2.9500 1.2750 0.15000 0.00012500 0.050000
351  2.9500 1.3250 0.20000 3.0000 1.3250 0.20000 3.0000 1.2750 0.20000 2.9500 1.2750 0.20000 0.00012500 0.050000
352  2.9500 1.3250 0.25000 3.0000 1.3250 0.25000 3.0000 1.2750 0.25000 2.9500 1.2750 0.25000 0.00012500 0.050000
353  2.9500 1.3250 0.30000 3.0000 1.3250 0.30000 3.0000 1.2750 0.30000 2.9500 1.2750 0.30000 0.00012500 0.050000
354  2.9500 1.3250 0.35000 3.0000 1.3250 0.35000 3.0000 1.2750 0.35000 2.9500 1.2750 0.35000 0.00012500 0.050000
355  2.9500 1.2750 -0.40000 3.0000 1.2750 -0.40000 3.0000 1.2250 -0.40000 2.9500 1.2250 -0.40000 0.00012500 0.050000
356  2.9500 1.2750 -0.35000 3.0000 1.2750 -0.35000 3.0000 1.2250 -0.35000 2.9500 1.2250 -0.35000 0.00012500 0.050000
357  2.9500 1.2750 -0.30000 3.0000 1.2750 -0.30000 3.0000 1.2250 -0.30000 2.9500 1.2250 -0.30000 0.00012500 0.050000
358  2.9500 1.2750 -0.25000 3.0000 1.2750 -0.25000 3.0000 1.2250 -0.25000 2.9500 1.2250 -0.25000 0.00012500 0.050000
359  2.9500 1.2750 -0.20000 3.0000 1.2750 -0.20000 3.0000 1.2250 -0.20000 2.9500 1.2250 -0.20000 0.00012500 0.050000
360  2.9500 1.2750 -0.15000 3.0000 1.2750 -0.15000 3.0000 1.2250 -0.15000 2.9500 1.2250 -0.15000 0.00012500 0.050000
361  2.9500 1.2750 -0.10000 3.0000 1.2750 -0.10000 3.0000 1.2250 -0.10000 2.9500 1.2250 -0.10000 0.00012500 0.050000
362  2.9500 1.2750 -0.050000 3.0000 1.2750 -0.050000 3.0000 1.2250 -0.050000 2.9500 1.2250 -0.050000 0.00012500 0.050000
363  2.9500 1.2750 0.0000 3.0000 1.2750 0.0000 3.0000 1.2250 0.0000 2.9500 1.2250 0.0000 0.00012500 0.050000
364  2.9500 1.2750 0.050000 3.0000 1.2750 0.050000 3.0000 1.2250 0.050000 2.9500 1.2250 0.050000 0.00012500 0.050000
365  2.9500 1.2750 0.10000 3.0000 1.2750 0.10000 3.0000 1.2250 0.10000 2.9500 1.2250 0.10000 0.00012500 0.050000
366  2.9500 1.2750 0.15000 3.0000 1.2750 0.15000 3.0000 1.2250 0.15000 2.9500 1.2250 0.15000 0.00012500 0.050000
367  2.9500 1.2750 0.20000 3.0000 1.2750 0.20000 3.0000 1.2250 0.20000 2.9500 1.2250 0.20000 0.00012500 0.050000
368  2.9500 1.2750 0.25000 3.0000 1.2750 0.25000 3.0000 1.2250 0.25000 2.9500 1.2250 0.25000 0.00012500 0.050000
369  2.9500 1.2750 0.30000 3.0000 1.2750 0.30000 3.0000 1.2250 0.30000 2.9500 1.2250 0.30000 0.00012500 0.050000
