element_index  x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 volume deltaZ
180  3.4735 1.3305 0.25092 3.6036 1.3497 0.29113 3.6353 1.3560 0.20887 3.5127 1.3384 0.14908 0.0018976 0.0000
181  3.5324 1.1382 0.20000 3.6525 1.1877 0.25000 3.5858 1.2730 0.37395 3.4538 1.2388 0.34609 0.00058469 0.0000
182  3.4538 1.2388 0.34609 3.5858 1.2730 0.37395 3.5733 1.4302 0.32661 3.4391 1.4240 0.29029 0.00058469 0.0000
183  3.4391 1.4240 0.29029 3.5733 1.4302 0.32661 3.6323 1.4420 0.17339 3.5085 1.4378 0.10971 0.00058469 0.0000
184  3.5085 1.4378 0.10971 3.6323 1.4420 0.17339 3.6812 1.2921 0.12605 3.5662 1.2612 0.053911 0.00058469 0.0000
185  3.5662 1.2612 0.053911 3.6812 1.2921 0.12605 3.6525 1.1877 0.25000 3.5324 1.1382 0.20000 0.00058469 0.0000
186  3.6036 1.3497 0.29113 3.7337 1.3688 0.33133 3.7578 1.3736 0.26867 3.6353 1.3560 0.20887 0.0011787 0.0000
187  3.6525 1.1877 0.25000 3.7726 1.2372 0.30000 3.7088 1.3418 0.40706 3.5749 1.3150 0.38033 0.00061105 0.0000
188  3.5749 1.3150 0.38033 3.7088 1.3418 0.40706 3.7274 1.4628 0.30000 3.5975 1.4623 0.25000 0.00061105 0.0000
189  3.5975 1.4623 0.25000 3.7274 1.4628 0.30000 3.7912 1.3582 0.19294 3.6751 1.3350 0.11967 0.00061105 0.0000
190  3.6751 1.3350 0.11967 3.7912 1.3582 0.19294 3.7726 1.2372 0.30000 3.6525 1.1877 0.25000 0.00061105 0.0000
191  3.7337 1.3688 0.33133 3.8623 1.3897 0.37448 3.8811 1.3934 0.32552 3.7578 1.3736 0.26867 0.00069863 0.0000
192  3.7706 1.2370 0.30505 3.8918 1.2829 0.35412 3.8367 1.4112 0.42756 3.7031 1.3944 0.39514 0.00063245 0.0000
193  3.7032 1.4040 0.39009 3.8368 1.4190 0.42344 3.8933 1.4303 0.27656 3.7725 1.4179 0.20991 0.00063245 0.0000
194  3.7762 1.4090 0.20486 3.8964 1.4231 0.27244 3.8949 1.2835 0.34588 3.7745 1.2377 0.29495 0.00063245 0.0000
195  3.8495 1.4043 0.39896 3.9796 1.4235 0.43917 4.0098 1.4295 0.36083 3.8872 1.4119 0.30104 0.0017402 0.0000
196  3.9964 1.4305 0.43944 4.1214 1.3805 0.48944 4.1486 1.3696 0.41056 4.0236 1.4196 0.36056 0.0014361 0.0000
197  4.1214 1.3805 0.48944 4.2464 1.3305 0.53944 4.2736 1.3196 0.46056 4.1486 1.3696 0.41056 0.0014361 0.0000
198  4.2464 1.3305 0.53944 4.3714 1.2805 0.58944 4.3986 1.2696 0.51056 4.2736 1.3196 0.46056 0.0014361 0.0000
199  4.3714 1.2805 0.58944 4.4964 1.2305 0.63944 4.5236 1.2196 0.56056 4.3986 1.2696 0.51056 0.0014361 0.0000
200  4.4964 1.2305 0.63944 4.6214 1.1805 0.68944 4.6486 1.1696 0.61056 4.5236 1.2196 0.56056 0.0014361 0.0000
201  4.6214 1.1805 0.68944 4.7464 1.1305 0.73944 4.7736 1.1196 0.66056 4.6486 1.1696 0.61056 0.0014361 0.0000
202  4.7464 1.1305 0.73944 4.8714 1.0805 0.78944 4.8986 1.0696 0.71056 4.7736 1.1196 0.66056 0.0014361 0.0000
203  4.8714 1.0805 0.78944 4.9964 1.0305 0.83944 5.0236 1.0196 0.76056 4.8986 1.0696 0.71056 0.0014361 0.0000
204  2.0750 1.4072 0.40717 2.0750 1.3415 0.34151 2.1750 1.3415 0.34151 2.1750 1.4072 0.40717 0.00072930 0.050000
205  2.0750 1.4728 0.47283 2.0750 1.4072 0.40717 2.1750 1.4072 0.40717 2.1750 1.4728 0.47283 0.00072930 0.050000
206  2.0750 1.5385 0.53849 2.0750 1.4728 0.47283 2.1750 1.4728 0.47283 2.1750 1.5385 0.53849 0.00072930 0.050000
207  2.0571 1.6041 0.60415 2.0750 1.5385 0.53849 2.1750 1.5385 0.53849 2.1929 1.6041 0.60415 0.0010208 0.058929
208  2.0339 1.6698 0.66981 2.0571 1.6041 0.60415 2.1929 1.6041 0.60415 2.2161 1.6698 0.66981 0.0018552 0.079464
209  2.0250 1.7355 0.73547 2.0339 1.6698 0.66981 2.2161 1.6698 0.66981 2.2250 1.7355 0.73547 0.0026645 0.095536
210  2.1000 1.8011 0.80113 2.0250 1.7355 0.73547 2.2250 1.7355 0.73547 2.1500 1.8011 0.80113 0.0012763 0.062500
211  2.0750 1.4072 -0.40717 2.0750 1.3415 -0.34151 2.1750 1.3415 -0.34151 2.1750 1.4072 -0.40717 0.00072930 0.050000
212  2.0750 1.4728 -0.47283 2.0750 1.4072 -0.40717 2.1750 1.4072 -0.40717 2.1750 1.4728 -0.47283 0.00072930 0.050000
213  2.0750 1.5385 -0.53849 2.0750 1.4728 -0.47283 2.1750 1.4728 -0.47283 2.1750 1.5385 -0.53849 0.00072930 0.050000
214  2.0571 1.6041 -0.60415 2.0750 1.5385 -0.53849 2.1750 1.5385 -0.53849 2.1929 1.6041 -0.60415 0.0010208 0.058929
215  2.0339 1.6698 -0.66981 2.0571 1.6041 -0.60415 2.1929 1.6041 -0.60415 2.2161 1.6698 -0.66981 0.0018552 0.079464
216  2.0250 1.7355 -0.73547 2.0339 1.6698 -0.66981 2.2161 1.6698 -0.66981 2.2250 1.7355 -0.73547 0.0026645 0.095536
217  2.1000 1.8011 -0.80113 2.0250 1.7355 -0.73547 2.2250 1.7355 -0.73547 2.1500 1.8011 -0.80113 0.0012763 0.062500
218  2.1750 0.44380 -0.14903 2.1750 0.53349 -0.12500 2.0750 0.53349 -0.12500 2.0750 0.44380 -0.14903 0.00072930 0.050000
219  2.1750 0.35411 -0.17307 2.1750 0.44380 -0.14903 2.0750 0.44380 -0.14903 2.0750 0.35411 -0.17307 0.00072930 0.050000
220  2.1750 0.26441 -0.19710 2.1750 0.35411 -0.17307 2.0750 0.35411 -0.17307 2.0750 0.26441 -0.19710 0.00072930 0.050000
221  2.1929 0.17472 -0.22113 2.1750 0.26441 -0.19710 2.0750 0.26441 -0.19710 2.0571 0.17472 -0.22113 0.0010208 0.058929
222  2.2161 0.085028 -0.24517 2.1929 0.17472 -0.22113 2.0571 0.17472 -0.22113 2.0339 0.085028 -0.24517 0.0018552 0.079464
223  2.2250 -0.0046650 -0.26920 2.2161 0.085028 -0.24517 2.0339 0.085028 -0.24517 2.0250 -0.0046650 -0.26920 0.0026645 0.095536
224  2.1500 -0.094358 -0.29323 2.2250 -0.0046650 -0.26920 2.0250 -0.0046650 -0.26920 2.1000 -0.094358 -0.29323 0.0012763 0.062500
225  2.4250 0.44380 0.14903 2.4250 0.53349 0.12500 2.3250 0.53349 0.12500 2.3250 0.44380 0.14903 0.00072930 0.050000
226  2.4250 0.35411 0.17307 2.4250 0.44380 0.14903 2.3250 0.44380 0.14903 2.3250 0.35411 0.17307 0.00072930 0.050000
227  2.4250 0.26441 0.19710 2.4250 0.35411 0.17307 2.3250 0.35411 0.17307 2.3250 0.26441 0.19710 0.00072930 0.050000
228  2.4429 0.17472 0.22113 2.4250 0.26441 0.19710 2.3250 0.26441 0.19710 2.3071 0.17472 0.22113 0.0010208 0.058929
229  2.4661 0.085028 0.24517 2.4429 0.17472 0.22113 2.3071 0.17472 0.22113 2.2839 0.085028 0.24517 0.0018552 0.079464
230  2.4750 -0.0046650 0.26920 2.4661 0.085028 0.24517 2.2839 0.085028 0.24517 2.2750 -0.0046650 0.26920 0.0026645 0.095536
231  2.4000 -0.094358 0.29323 2.4750 -0.0046650 0.26920 2.2750 -0.0046650 0.26920 2.3500 -0.094358 0.29323 0.0012763 0.062500
232  2.3250 1.5562 0.14903 2.3250 1.4665 0.12500 2.4250 1.4665 0.12500 2.4250 1.5562 0.14903 0.00072930 0.050000
233  2.3250 1.6459 0.17307 2.3250 1.5562 0.14903 2.4250 1.5562 0.14903 2.4250 1.6459 0.17307 0.00072930 0.050000
234  2.3250 1.7356 0.19710 2.3250 1.6459 0.17307 2.4250 1.6459 0.17307 2.4250 1.7356 0.19710 0.00072930 0.050000
235  2.3071 1.8253 0.22113 2.3250 1.7356 0.19710 2.4250 1.7356 0.19710 2.4429 1.8253 0.22113 0.0010208 0.058929
236  2.2839 1.9150 0.24517 2.3071 1.8253 0.22113 2.4429 1.8253 0.22113 2.4661 1.9150 0.24517 0.0018552 0.079464
237  2.2750 2.0047 0.26920 2.2839 1.9150 0.24517 2.4661 1.9150 0.24517 2.4750 2.0047 0.26920 0.0026645 0.095536
238  2.3500 2.0944 0.29323 2.2750 2.0047 0.26920 2.4750 2.0047 0.26920 2.4000 2.0944 0.29323 0.0012763 0.062500
239  2.3250 1.1490 -0.55620 2.3250 1.1250 -0.46651 2.4250 1.1250 -0.46651 2.4250 1.1490 -0.55620 0.00072930 0.050000
240  2.3250 1.1731 -0.64589 2.3250 1.1490 -0.55620 2.4250 1.1490 -0.55620 2.4250 1.1731 -0.64589 0.00072930 0.050000
241  2.3250 1.1971 -0.73559 2.3250 1.1731 -0.64589 2.4250 1.1731 -0.64589 2.4250 1.1971 -0.73559 0.00072930 0.050000
242  2.3071 1.2211 -0.82528 2.3250 1.1971 -0.73559 2.4250 1.1971 -0.73559 2.4429 1.2211 -0.82528 0.0010208 0.058929
243  2.2839 1.2452 -0.91497 2.3071 1.2211 -0.82528 2.4429 1.2211 -0.82528 2.4661 1.2452 -0.91497 0.0018552 0.079464
244  2.2750 1.2692 -1.0047 2.2839 1.2452 -0.91497 2.4661 1.2452 -0.91497 2.4750 1.2692 -1.0047 0.0026645 0.095536
245  2.3500 1.2932 -1.0944 2.2750 1.2692 -1.0047 2.4750 1.2692 -1.0047 2.4000 1.2932 -1.0944 0.0012763 0.062500
246  2.6750 0.59283 0.40717 2.6750 0.65849 0.34151 2.5750 0.65849 0.34151 2.5750 0.59283 0.40717 0.00072930 0.050000
247  2.6750 0.52717 0.47283 2.6750 0.59283 0.40717 2.5750 0.59283 0.40717 2.5750 0.52717 0.47283 0.00072930 0.050000
248  2.6750 0.46151 0.53849 2.6750 0.52717 0.47283 2.5750 0.52717 0.47283 2.5750 0.46151 0.53849 0.00072930 0.050000
249  2.6929 0.39585 0.60415 2.6750 0.46151 0.53849 2.5750 0.46151 0.53849 2.5571 0.39585 0.60415 0.0010208 0.058929
250  2.7161 0.33019 0.66981 2.6929 0.39585 0.60415 2.5571 0.39585 0.60415 2.5339 0.33019 0.66981 0.0018552 0.079464
251  2.7250 0.26453 0.73547 2.7161 0.33019 0.66981 2.5339 0.33019 0.66981 2.5250 0.26453 0.73547 0.0026645 0.095536
252  2.6500 0.19887 0.80113 2.7250 0.26453 0.73547 2.5250 0.26453 0.73547 2.6000 0.19887 0.80113 0.0012763 0.062500
253  2.6750 0.85097 0.55620 2.6750 0.87500 0.46651 2.5750 0.87500 0.46651 2.5750 0.85097 0.55620 0.00072930 0.050000
254  2.6750 0.82693 0.64589 2.6750 0.85097 0.55620 2.5750 0.85097 0.55620 2.5750 0.82693 0.64589 0.00072930 0.050000
255  2.6750 0.80290 0.73559 2.6750 0.82693 0.64589 2.5750 0.82693 0.64589 2.5750 0.80290 0.73559 0.00072930 0.050000
256  2.6929 0.77887 0.82528 2.6750 0.80290 0.73559 2.5750 0.80290 0.73559 2.5571 0.77887 0.82528 0.0010208 0.058929
257  2.7161 0.75483 0.91497 2.6929 0.77887 0.82528 2.5571 0.77887 0.82528 2.5339 0.75483 0.91497 0.0018552 0.079464
258  2.7250 0.73080 1.0047 2.7161 0.75483 0.91497 2.5339 0.75483 0.91497 2.5250 0.73080 1.0047 0.0026645 0.095536
259  2.6500 0.70677 1.0944 2.7250 0.73080 1.0047 2.5250 0.73080 1.0047 2.6000 0.70677 1.0944 0.0012763 0.062500
260  2.5750 1.1490 0.55620 2.5750 1.1250 0.46651 2.6750 1.1250 0.46651 2.6750 1.1490 0.55620 0.00072930 0.050000
261  2.5750 1.1731 0.64589 2.5750 1.1490 0.55620 2.6750 1.1490 0.55620 2.6750 1.1731 0.64589 0.00072930 0.050000
262  2.5750 1.1971 0.73559 2.5750 1.1731 0.64589 2.6750 1.1731 0.64589 2.6750 1.1971 0.73559 0.00072930 0.050000
263  2.5571 1.2211 0.82528 2.5750 1.1971 0.73559 2.6750 1.1971 0.73559 2.6929 1.2211 0.82528 0.0010208 0.058929
264  2.5339 1.2452 0.91497 2.5571 1.2211 0.82528 2.6929 1.2211 0.82528 2.7161 1.2452 0.91497 0.0018552 0.079464
265  2.5250 1.2692 1.0047 2.5339 1.2452 0.91497 2.7161 1.2452 0.91497 2.7250 1.2692 1.0047 0.0026645 0.095536
266  2.6000 1.2932 1.0944 2.5250 1.2692 1.0047 2.7250 1.2692 1.0047 2.6500 1.2932 1.0944 0.0012763 0.062500
267  2.5750 1.4072 -0.40717 2.5750 1.3415 -0.34151 2.6750 1.3415 -0.34151 2.6750 1.4072 -0.40717 0.00072930 0.050000
268  2.5750 1.4728 -0.47283 2.5750 1.4072 -0.40717 2.6750 1.4072 -0.40717 2.6750 1.4728 -0.47283 0.00072930 0.050000
269  2.5750 1.5385 -0.53849 2.5750 1.4728 -0.47283 2.6750 1.4728 -0.47283 2.6750 1.5385 -0.53849 0.00072930 0.050000
270  2.5571 1.6041 -0.60415 2.5750 1.5385 -0.53849 2.6750 1.5385 -0.53849 2.6929 1.6041 -0.60415 0.0010208 0.058929
271  2.5339 1.6698 -0.66981 2.5571 1.6041 -0.60415 2.6929 1.6041 -0.60415 2.7161 1.6698 -0.66981 0.0018552 0.079464
272  2.5250 1.7355 -0.73547 2.5339 1.6698 -0.66981 2.7161 1.6698 -0.66981 2.7250 1.7355 -0.73547 0.0026645 0.095536
273  2.6000 1.8011 -0.80113 2.5250 1.7355 -0.73547 2.7250 1.7355 -0.73547 2.6500 1.8011 -0.80113 0.0012763 0.062500
274  2.5750 1.1490 -0.55620 2.5750 1.1250 -0.46651 2.6750 1.1250 -0.46651 2.6750 1.1490 -0.55620 0.00072930 0.050000
275  2.5750 1.1731 -0.64589 2.5750 1.1490 -0.55620 2.6750 1.1490 -0.55620 2.6750 1.1731 -0.64589 0.00072930 0.050000
276  2.5750 1.1971 -0.73559 2.5750 1.1731 -0.64589 2.6750 1.1731 -0.64589 2.6750 1.1971 -0.73559 0.00072930 0.050000
277  2.5571 1.2211 -0.82528 2.5750 1.1971 -0.73559 2.6750 1.1971 -0.73559 2.6929 1.2211 -0.82528 0.0010208 0.058929
278  2.5339 1.2452 -0.91497 2.5571 1.2211 -0.82528 2.6929 1.2211 -0.82528 2.7161 1.2452 -0.91497 0.0018552 0.079464
279  2.5250 1.2692 -1.0047 2.5339 1.2452 -0.91497 2.7161 1.2452 -0.91497 2.7250 1.2692 -1.0047 0.0026645 0.095536
280  2.6000 1.2932 -1.0944 2.5250 1.2692 -1.0047 2.7250 1.2692 -1.0047 2.6500 1.2932 -1.0944 0.0012763 0.062500
281  2.6750 0.59283 -0.40717 2.6750 0.65849 -0.34151 2.5750 0.65849 -0.34151 2.5750 0.59283 -0.40717 0.00072930 0.050000
282  2.6750 0.52717 -0.47283 2.6750 0.59283 -0.40717 2.5750 0.59283 -0.40717 2.5750 0.52717 -0.47283 0.00072930 0.050000
283  2.6750 0.46151 -0.53849 2.6750 0.52717 -0.47283 2.5750 0.52717 -0.47283 2.5750 0.46151 -0.53849 0.00072930 0.050000
284  2.6929 0.39585 -0.60415 2.6750 0.46151 -0.53849 2.5750 0.46151 -0.53849 2.5571 0.39585 -0.60415 0.0010208 0.058929
285  2.7161 0.33019 -0.66981 2.6929 0.39585 -0.60415 2.5571 0.39585 -0.60415 2.5339 0.33019 -0.66981 0.0018552 0.079464
286  2.7250 0.26453 -0.73547 2.7161 0.33019 -0.66981 2.5339 0.33019 -0.66981 2.5250 0.26453 -0.73547 0.0026645 0.095536
287  2.6500 0.19887 -0.80113 2.7250 0.26453 -0.73547 2.5250 0.26453 -0.73547 2.6000 0.19887 -0.80113 0.0012763 0.062500
288  2.9250 0.59283 -0.40717 2.9250 0.65849 -0.34151 2.8250 0.65849 -0.34151 2.8250 0.59283 -0.40717 0.00072930 0.050000
289  2.9250 0.52717 -0.47283 2.9250 0.59283 -0.40717 2.8250 0.59283 -0.40717 2.8250 0.52717 -0.47283 0.00072930 0.050000
290  2.9250 0.46151 -0.53849 2.9250 0.52717 -0.47283 2.8250 0.52717 -0.47283 2.8250 0.46151 -0.53849 0.00072930 0.050000
291  2.9429 0.39585 -0.60415 2.9250 0.46151 -0.53849 2.8250 0.46151 -0.53849 2.8071 0.39585 -0.60415 0.0010208 0.058929
292  2.9661 0.33019 -0.66981 2.9429 0.39585 -0.60415 2.8071 0.39585 -0.60415 2.7839 0.33019 -0.66981 0.0018552 0.079464
293  2.9750 0.26453 -0.73547 2.9661 0.33019 -0.66981 2.7839 0.33019 -0.66981 2.7750 0.26453 -0.73547 0.0026645 0.095536
294  2.9000 0.19887 -0.80113 2.9750 0.26453 -0.73547 2.7750 0.26453 -0.73547 2.8500 0.19887 -0.80113 0.0012763 0.062500
295  2.9250 0.59283 -0.40717 2.9250 0.65849 -0.34151 2.8250 0.65849 -0.34151 2.8250 0.59283 -0.40717 0.00072930 0.050000
296  2.9250 0.52717 -0.47283 2.9250 0.59283 -0.40717 2.8250 0.59283 -0.40717 2.8250 0.52717 -0.47283 0.00072930 0.050000
297  2.9250 0.46151 -0.53849 2.9250 0.52717 -0.47283 2.8250 0.52717 -0.47283 2.8250 0.46151 -0.53849 0.00072930 0.050000
298  2.9429 0.39585 -0.60415 2.9250 0.46151 -0.53849 2.8250 0.46151 -0.53849 2.8071 0.39585 -0.60415 0.0010208 0.058929
299  2.9661 0.33019 -0.66981 2.9429 0.39585 -0.60415 2.8071 0.39585 -0.60415 2.7839 0.33019 -0.66981 0.0018552 0.079464
300  2.9750 0.26453 -0.73547 2.9661 0.33019 -0.66981 2.7839 0.33019 -0.66981 2.7750 0.26453 -0.73547 0.0026645 0.095536
301  2.9000 0.19887 -0.80113 2.9750 0.26453 -0.73547 2.7750 0.26453 -0.73547 2.8500 0.19887 -0.80113 0.0012763 0.062500
302  2.1750 0.43690 0.15088 2.1750 0.53349 0.12500 2.0750 0.53349 0.12500 2.0750 0.43690 0.15088 0.00078540 0.050000
303  2.1750 0.34031 0.17676 2.1750 0.43690 0.15088 2.0750 0.43690 0.15088 2.0750 0.34031 0.17676 0.00078540 0.050000
304  2.1750 0.24372 0.20265 2.1750 0.34031 0.17676 2.0750 0.34031 0.17676 2.0750 0.24372 0.20265 0.00078540 0.050000
305  2.1750 0.14712 0.22853 2.1750 0.24372 0.20265 2.0750 0.24372 0.20265 2.0750 0.14712 0.22853 0.00078540 0.050000
306  2.1750 0.050531 0.25441 2.1750 0.14712 0.22853 2.0750 0.14712 0.22853 2.0750 0.050531 0.25441 0.00078540 0.050000
307  2.1750 -0.046062 0.28029 2.1750 0.050531 0.25441 2.0750 0.050531 0.25441 2.0750 -0.046062 0.28029 0.00078540 0.050000
308  2.1750 0.43690 0.15088 2.1750 0.53349 0.12500 2.0750 0.53349 0.12500 2.0750 0.43690 0.15088 0.00078540 0.050000
309  2.1750 0.34031 0.17676 2.1750 0.43690 0.15088 2.0750 0.43690 0.15088 2.0750 0.34031 0.17676 0.00078540 0.050000
310  2.1750 0.24372 0.20265 2.1750 0.34031 0.17676 2.0750 0.34031 0.17676 2.0750 0.24372 0.20265 0.00078540 0.050000
311  2.1750 0.14712 0.22853 2.1750 0.24372 0.20265 2.0750 0.24372 0.20265 2.0750 0.14712 0.22853 0.00078540 0.050000
312  2.1750 0.050531 0.25441 2.1750 0.14712 0.22853 2.0750 0.14712 0.22853 2.0750 0.050531 0.25441 0.00078540 0.050000
313  2.1750 -0.046062 0.28029 2.1750 0.050531 0.25441 2.0750 0.050531 0.25441 2.0750 -0.046062 0.28029 0.00078540 0.050000
314  2.1750 0.58778 0.41222 2.1750 0.65849 0.34151 2.0750 0.65849 0.34151 2.0750 0.58778 0.41222 0.00078540 0.050000
315  2.1750 0.51707 0.48293 2.1750 0.58778 0.41222 2.0750 0.58778 0.41222 2.0750 0.51707 0.48293 0.00078540 0.050000
316  2.1750 0.44636 0.55364 2.1750 0.51707 0.48293 2.0750 0.51707 0.48293 2.0750 0.44636 0.55364 0.00078540 0.050000
317  2.1750 0.37565 0.62435 2.1750 0.44636 0.55364 2.0750 0.44636 0.55364 2.0750 0.37565 0.62435 0.00078540 0.050000
318  2.1750 0.30494 0.69506 2.1750 0.37565 0.62435 2.0750 0.37565 0.62435 2.0750 0.30494 0.69506 0.00078540 0.050000
319  2.1750 0.23423 0.76577 2.1750 0.30494 0.69506 2.0750 0.30494 0.69506 2.0750 0.23423 0.76577 0.00078540 0.050000
320  2.0750 1.5631 0.15088 2.0750 1.4665 0.12500 2.1750 1.4665 0.12500 2.1750 1.5631 0.15088 0.00078540 0.050000
321  2.0750 1.6597 0.17676 2.0750 1.5631 0.15088 2.1750 1.5631 0.15088 2.1750 1.6597 0.17676 0.00078540 0.050000
322  2.0750 1.7563 0.20265 2.0750 1.6597 0.17676 2.1750 1.6597 0.17676 2.1750 1.7563 0.20265 0.00078540 0.050000
323  2.0750 1.8529 0.22853 2.0750 1.7563 0.20265 2.1750 1.7563 0.20265 2.1750 1.8529 0.22853 0.00078540 0.050000
324  2.0750 1.9495 0.25441 2.0750 1.8529 0.22853 2.1750 1.8529 0.22853 2.1750 1.9495 0.25441 0.00078540 0.050000
325  2.0750 2.0461 0.28029 2.0750 1.9495 0.25441 2.1750 1.9495 0.25441 2.1750 2.0461 0.28029 0.00078540 0.050000
326  2.0750 1.5631 0.15088 2.0750 1.4665 0.12500 2.1750 1.4665 0.12500 2.1750 1.5631 0.15088 0.00078540 0.050000
327  2.0750 1.6597 0.17676 2.0750 1.5631 0.15088 2.1750 1.5631 0.15088 2.1750 1.6597 0.17676 0.00078540 0.050000
328  2.0750 1.7563 0.20265 2.0750 1.6597 0.17676 2.1750 1.6597 0.17676 2.1750 1.7563 0.20265 0.00078540 0.050000
329  2.0750 1.8529 0.22853 2.0750 1.7563 0.20265 2.1750 1.7563 0.20265 2.1750 1.8529 0.22853 0.00078540 0.050000
330  2.0750 1.9495 0.25441 2.0750 1.8529 0.22853 2.1750 1.8529 0.22853 2.1750 1.9495 0.25441 0.00078540 0.050000
331  2.0750 2.0461 0.28029 2.0750 1.9495 0.25441 2.1750 1.9495 0.25441 2.1750 2.0461 0.28029 0.00078540 0.050000
332  2.0750 1.1509 -0.56310 2.0750 1.1250 -0.46651 2.1750 1.1250 -0.46651 2.1750 1.1509 -0.56310 0.00078540 0.050000
333  2.0750 1.1768 -0.65969 2.0750 1.1509 -0.56310 2.1750 1.1509 -0.56310 2.1750 1.1768 -0.65969 0.00078540 0.050000
334  2.0750 1.2026 -0.75628 2.0750 1.1768 -0.65969 2.1750 1.1768 -0.65969 2.1750 1.2026 -0.75628 0.00078540 0.050000
335  2.0750 1.2285 -0.85288 2.0750 1.2026 -0.75628 2.1750 1.2026 -0.75628 2.1750 1.2285 -0.85288 0.00078540 0.050000
336  2.0750 1.2544 -0.94947 2.0750 1.2285 -0.85288 2.1750 1.2285 -0.85288 2.1750 1.2544 -0.94947 0.00078540 0.050000
337  2.0750 1.2803 -1.0461 2.0750 1.2544 -0.94947 2.1750 1.2544 -0.94947 2.1750 1.2803 -1.0461 0.00078540 0.050000
338  2.4250 0.43690 -0.15088 2.4250 0.53349 -0.12500 2.3250 0.53349 -0.12500 2.3250 0.43690 -0.15088 0.00078540 0.050000
339  2.4250 0.34031 -0.17676 2.4250 0.43690 -0.15088 2.3250 0.43690 -0.15088 2.3250 0.34031 -0.17676 0.00078540 0.050000
340  2.4250 0.24372 -0.20265 2.4250 0.34031 -0.17676 2.3250 0.34031 -0.17676 2.3250 0.24372 -0.20265 0.00078540 0.050000
341  2.4250 0.14712 -0.22853 2.4250 0.24372 -0.20265 2.3250 0.24372 -0.20265 2.3250 0.14712 -0.22853 0.00078540 0.050000
342  2.4250 0.050531 -0.25441 2.4250 0.14712 -0.22853 2.3250 0.14712 -0.22853 2.3250 0.050531 -0.25441 0.00078540 0.050000
343  2.4250 -0.046062 -0.28029 2.4250 0.050531 -0.25441 2.3250 0.050531 -0.25441 2.3250 -0.046062 -0.28029 0.00078540 0.050000
344  2.4250 0.43690 -0.15088 2.4250 0.53349 -0.12500 2.3250 0.53349 -0.12500 2.3250 0.43690 -0.15088 0.00078540 0.050000
345  2.4250 0.34031 -0.17676 2.4250 0.43690 -0.15088 2.3250 0.43690 -0.15088 2.3250 0.34031 -0.17676 0.00078540 0.050000
346  2.4250 0.24372 -0.20265 2.4250 0.34031 -0.17676 2.3250 0.34031 -0.17676 2.3250 0.24372 -0.20265 0.00078540 0.050000
347  2.4250 0.14712 -0.22853 2.4250 0.24372 -0.20265 2.3250 0.24372 -0.20265 2.3250 0.14712 -0.22853 0.00078540 0.050000
348  2.4250 0.050531 -0.25441 2.4250 0.14712 -0.22853 2.3250 0.14712 -0.22853 2.3250 0.050531 -0.25441 0.00078540 0.050000
349  2.4250 -0.046062 -0.28029 2.4250 0.050531 -0.25441 2.3250 0.050531 -0.25441 2.3250 -0.046062 -0.28029 0.00078540 0.050000
350  2.5750 1.4122 0.41222 2.5750 1.3415 0.34151 2.6750 1.3415 0.34151 2.6750 1.4122 0.41222 0.00078540 0.050000
351  2.5750 1.4829 0.48293 2.5750 1.4122 0.41222 2.6750 1.4122 0.41222 2.6750 1.4829 0.48293 0.00078540 0.050000
352  2.5750 1.5536 0.55364 2.5750 1.4829 0.48293 2.6750 1.4829 0.48293 2.6750 1.5536 0.55364 0.00078540 0.050000
353  2.5750 1.6243 0.62435 2.5750 1.5536 0.55364 2.6750 1.5536 0.55364 2.6750 1.6243 0.62435 0.00078540 0.050000
354  2.5750 1.6951 0.69506 2.5750 1.6243 0.62435 2.6750 1.6243 0.62435 2.6750 1.6951 0.69506 0.00078540 0.050000
355  2.5750 1.7658 0.76577 2.5750 1.6951 0.69506 2.6750 1.6951 0.69506 2.6750 1.7658 0.76577 0.00078540 0.050000
356  2.5750 1.5631 0.15088 2.5750 1.4665 0.12500 2.6750 1.4665 0.12500 2.6750 1.5631 0.15088 0.00078540 0.050000
357  2.5750 1.6597 0.17676 2.5750 1.5631 0.15088 2.6750 1.5631 0.15088 2.6750 1.6597 0.17676 0.00078540 0.050000
358  2.5750 1.7563 0.20265 2.5750 1.6597 0.17676 2.6750 1.6597 0.17676 2.6750 1.7563 0.20265 0.00078540 0.050000
359  2.5750 1.8529 0.22853 2.5750 1.7563 0.20265 2.6750 1.7563 0.20265 2.6750 1.8529 0.22853 0.00078540 0.050000
360  2.5750 1.9495 0.25441 2.5750 1.8529 0.22853 2.6750 1.8529 0.22853 2.6750 1.9495 0.25441 0.00078540 0.050000
361  2.5750 2.0461 0.28029 2.5750 1.9495 0.25441 2.6750 1.9495 0.25441 2.6750 2.0461 0.28029 0.00078540 0.050000
362  2.9250 0.43690 0.15088 2.9250 0.53349 0.12500 2.8250 0.53349 0.12500 2.8250 0.43690 0.15088 0.00078540 0.050000
363  2.9250 0.34031 0.17676 2.9250 0.43690 0.15088 2.8250 0.43690 0.15088 2.8250 0.34031 0.17676 0.00078540 0.050000
364  2.9250 0.24372 0.20265 2.9250 0.34031 0.17676 2.8250 0.34031 0.17676 2.8250 0.24372 0.20265 0.00078540 0.050000
365  2.9250 0.14712 0.22853 2.9250 0.24372 0.20265 2.8250 0.24372 0.20265 2.8250 0.14712 0.22853 0.00078540 0.050000
