element_index  x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 volume deltaZ
186  4.0206 1.4636 0.42500 4.1539 1.4102 0.42500 4.1044 1.2864 0.42500 3.9711 1.3398 0.42500 0.0025531 0.13333
187  4.1456 1.4136 0.47500 4.2789 1.3602 0.47500 4.2294 1.2364 0.47500 4.0961 1.2898 0.47500 0.0025531 0.13333
188  4.2706 1.3636 0.52500 4.4039 1.3102 0.52500 4.3544 1.1864 0.52500 4.2211 1.2398 0.52500 0.0025531 0.13333
189  4.3956 1.3136 0.57500 4.5289 1.2602 0.57500 4.4794 1.1364 0.57500 4.3461 1.1898 0.57500 0.0025531 0.13333
190  4.5206 1.2636 0.62500 4.6539 1.2102 0.62500 4.6044 1.0864 0.62500 4.4711 1.1398 0.62500 0.0025531 0.13333
191  4.6456 1.2136 0.67500 4.7789 1.1602 0.67500 4.7294 1.0364 0.67500 4.5961 1.0898 0.67500 0.0025531 0.13333
192  4.7706 1.1636 0.72500 4.9039 1.1102 0.72500 4.8544 0.98643 0.72500 4.7211 1.0398 0.72500 0.0025531 0.13333
193  4.8956 1.1136 0.77500 5.0289 1.0602 0.77500 4.9794 0.93643 0.77500 4.8461 0.98977 0.77500 0.0025531 0.13333
194  2.0750 1.4679 0.25000 2.0750 1.3750 0.25000 2.1750 1.3750 0.25000 2.1750 1.4679 0.25000 0.00072930 0.050000
195  2.0750 1.5607 0.25000 2.0750 1.4679 0.25000 2.1750 1.4679 0.25000 2.1750 1.5607 0.25000 0.00072930 0.050000
196  2.0750 1.6536 0.25000 2.0750 1.5607 0.25000 2.1750 1.5607 0.25000 2.1750 1.6536 0.25000 0.00072930 0.050000
197  2.0571 1.7464 0.25000 2.0750 1.6536 0.25000 2.1750 1.6536 0.25000 2.1929 1.7464 0.25000 0.0010208 0.058929
198  2.0339 1.8393 0.25000 2.0571 1.7464 0.25000 2.1929 1.7464 0.25000 2.2161 1.8393 0.25000 0.0018552 0.079464
199  2.0250 1.9321 0.25000 2.0339 1.8393 0.25000 2.2161 1.8393 0.25000 2.2250 1.9321 0.25000 0.0026645 0.095536
200  2.1000 2.0250 0.25000 2.0250 1.9321 0.25000 2.2250 1.9321 0.25000 2.1500 2.0250 0.25000 0.0012763 0.062500
201  2.6750 0.53214 -0.25000 2.6750 0.62500 -0.25000 2.5750 0.62500 -0.25000 2.5750 0.53214 -0.25000 0.00072930 0.050000
202  2.6750 0.43929 -0.25000 2.6750 0.53214 -0.25000 2.5750 0.53214 -0.25000 2.5750 0.43929 -0.25000 0.00072930 0.050000
203  2.6750 0.34643 -0.25000 2.6750 0.43929 -0.25000 2.5750 0.43929 -0.25000 2.5750 0.34643 -0.25000 0.00072930 0.050000
204  2.6929 0.25357 -0.25000 2.6750 0.34643 -0.25000 2.5750 0.34643 -0.25000 2.5571 0.25357 -0.25000 0.0010208 0.058929
205  2.7161 0.16071 -0.25000 2.6929 0.25357 -0.25000 2.5571 0.25357 -0.25000 2.5339 0.16071 -0.25000 0.0018552 0.079464
206  2.7250 0.067857 -0.25000 2.7161 0.16071 -0.25000 2.5339 0.16071 -0.25000 2.5250 0.067857 -0.25000 0.0026645 0.095536
207  2.6500 -0.025000 -0.25000 2.7250 0.067857 -0.25000 2.5250 0.067857 -0.25000 2.6000 -0.025000 -0.25000 0.0012763 0.062500
208  2.6750 0.53214 0.0000 2.6750 0.62500 0.0000 2.5750 0.62500 0.0000 2.5750 0.53214 0.0000 0.00072930 0.050000
209  2.6750 0.43929 0.0000 2.6750 0.53214 0.0000 2.5750 0.53214 0.0000 2.5750 0.43929 0.0000 0.00072930 0.050000
210  2.6750 0.34643 0.0000 2.6750 0.43929 0.0000 2.5750 0.43929 0.0000 2.5750 0.34643 0.0000 0.00072930 0.050000
211  2.6929 0.25357 0.0000 2.6750 0.34643 0.0000 2.5750 0.34643 0.0000 2.5571 0.25357 0.0000 0.0010208 0.058929
212  2.7161 0.16071 0.0000 2.6929 0.25357 0.0000 2.5571 0.25357 0.0000 2.5339 0.16071 0.0000 0.0018552 0.079464
213  2.7250 0.067857 0.0000 2.7161 0.16071 0.0000 2.5339 0.16071 0.0000 2.5250 0.067857 0.0000 0.0026645 0.095536
214  2.6500 -0.025000 0.0000 2.7250 0.067857 0.0000 2.5250 0.067857 0.0000 2.6000 -0.025000 0.0000 0.0012763 0.062500
215  2.0750 1.4750 -0.25000 2.0750 1.3750 -0.25000 2.1750 1.3750 -0.25000 2.1750 1.4750 -0.25000 0.00078540 0.050000
216  2.0750 1.5750 -0.25000 2.0750 1.4750 -0.25000 2.1750 1.4750 -0.25000 2.1750 1.5750 -0.25000 0.00078540 0.050000
217  2.0750 1.6750 -0.25000 2.0750 1.5750 -0.25000 2.1750 1.5750 -0.25000 2.1750 1.6750 -0.25000 0.00078540 0.050000
218  2.0750 1.7750 -0.25000 2.0750 1.6750 -0.25000 2.1750 1.6750 -0.25000 2.1750 1.7750 -0.25000 0.00078540 0.050000
219  2.0750 1.8750 -0.25000 2.0750 1.7750 -0.25000 2.1750 1.7750 -0.25000 2.1750 1.8750 -0.25000 0.00078540 0.050000
220  2.0750 1.9750 -0.25000 2.0750 1.8750 -0.25000 2.1750 1.8750 -0.25000 2.1750 1.9750 -0.25000 0.00078540 0.050000
221  2.4250 0.52500 0.25000 2.4250 0.62500 0.25000 2.3250 0.62500 0.25000 2.3250 0.52500 0.25000 0.00078540 0.050000
222  2.4250 0.42500 0.25000 2.4250 0.52500 0.25000 2.3250 0.52500 0.25000 2.3250 0.42500 0.25000 0.00078540 0.050000
223  2.4250 0.32500 0.25000 2.4250 0.42500 0.25000 2.3250 0.42500 0.25000 2.3250 0.32500 0.25000 0.00078540 0.050000
224  2.4250 0.22500 0.25000 2.4250 0.32500 0.25000 2.3250 0.32500 0.25000 2.3250 0.22500 0.25000 0.00078540 0.050000
225  2.4250 0.12500 0.25000 2.4250 0.22500 0.25000 2.3250 0.22500 0.25000 2.3250 0.12500 0.25000 0.00078540 0.050000
226  2.4250 0.025000 0.25000 2.4250 0.12500 0.25000 2.3250 0.12500 0.25000 2.3250 0.025000 0.25000 0.00078540 0.050000
227  2.9250 0.52500 0.0000 2.9250 0.62500 0.0000 2.8250 0.62500 0.0000 2.8250 0.52500 0.0000 0.00078540 0.050000
228  2.9250 0.42500 0.0000 2.9250 0.52500 0.0000 2.8250 0.52500 0.0000 2.8250 0.42500 0.0000 0.00078540 0.050000
229  2.9250 0.32500 0.0000 2.9250 0.42500 0.0000 2.8250 0.42500 0.0000 2.8250 0.32500 0.0000 0.00078540 0.050000
230  2.9250 0.22500 0.0000 2.9250 0.32500 0.0000 2.8250 0.32500 0.0000 2.8250 0.22500 0.0000 0.00078540 0.050000
231  2.9250 0.12500 0.0000 2.9250 0.22500 0.0000 2.8250 0.22500 0.0000 2.8250 0.12500 0.0000 0.00078540 0.050000
232  2.9250 0.025000 0.0000 2.9250 0.12500 0.0000 2.8250 0.12500 0.0000 2.8250 0.025000 0.0000 0.00078540 0.050000
