time Vol_0_default_submembrane_pointA_Spc_a Vol_1_default_submembrane_Spc_a Vol_2_region1_submembrane_Spc_a Vol_3_region1_submembrane_Spc_a Vol_0_default_submembrane_pointA_Spc_b Vol_1_default_submembrane_Spc_b Vol_2_region1_submembrane_Spc_b Vol_3_region1_submembrane_Spc_b Vol_0_default_submembrane_pointA_Spc_c Vol_1_default_submembrane_Spc_c Vol_2_region1_submembrane_Spc_c Vol_3_region1_submembrane_Spc_c Vol_0_default_submembrane_pointA_Spc_d Vol_1_default_submembrane_Spc_d Vol_2_region1_submembrane_Spc_d Vol_3_region1_submembrane_Spc_d
16.100 145 00 00 00 5 60 75 76 55 00 00 00 40 40 60 60 
16.150 144 00 00 00 4 60 75 76 56 00 00 00 39 45 56 60 
16.200 144 00 00 00 4 60 75 76 56 00 00 00 39 47 52 62 
16.250 144 00 00 00 4 60 75 76 56 00 00 00 40 48 48 64 
16.300 143 00 00 00 3 60 75 76 57 00 00 00 41 47 51 61 
16.350 143 00 00 00 3 60 75 76 57 00 00 00 41 48 52 59 
16.400 143 00 00 00 3 60 75 76 57 00 00 00 43 45 51 61 
16.450 143 00 00 00 3 60 75 76 57 00 00 00 38 48 55 59 
16.500 143 00 00 00 3 60 75 76 57 00 00 00 38 44 58 60 
16.550 143 00 00 00 3 60 75 76 57 00 00 00 39 40 61 60 
16.600 143 00 00 00 3 60 75 76 57 00 00 00 36 47 56 61 
16.650 143 00 00 00 3 60 75 76 57 00 00 00 40 43 56 61 
16.700 143 00 00 00 3 60 75 76 57 00 00 00 39 44 56 61 
16.750 143 00 00 00 3 60 75 76 57 00 00 00 38 47 58 57 
16.800 143 00 00 00 3 60 75 76 57 00 00 00 39 46 57 58 
16.850 143 00 00 00 3 60 75 76 57 00 00 00 37 49 57 57 
16.900 143 00 00 00 3 60 75 76 57 00 00 00 37 47 56 60 
16.950 143 00 00 00 3 60 75 76 57 00 00 00 37 48 55 60 
17.000 143 00 00 00 3 60 75 76 57 00 00 00 37 46 53 64 
17.050 143 00 00 00 3 60 75 76 57 00 00 00 35 51 51 63 
17.100 143 00 00 00 3 60 75 76 57 00 00 00 37 46 51 66 
17.150 143 00 00 00 3 60 75 76 57 00 00 00 43 41 52 64 
17.200 143 00 00 00 3 60 75 76 57 00 00 00 43 39 57 61 
17.250 143 00 00 00 3 60 75 76 57 00 00 00 45 40 50 65 
17.300 143 00 00 00 3 60 75 76 57 00 00 00 48 35 50 67 
17.350 143 00 00 00 3 60 75 76 57 00 00 00 41 40 53 66 
17.400 143 00 00 00 3 60 75 76 57 00 00 00 42 35 58 65 
17.450 143 00 00 00 3 60 75 76 57 00 00 00 43 36 56 65 
17.500 143 00 00 00 3 60 75 76 57 00 00 00 44 33 62 61 
17.550 143 00 00 00 3 60 75 76 57 00 00 00 42 33 67 58 
17.600 143 00 00 00 3 60 75 76 57 00 00 00 44 33 68 55 
17.650 143 00 00 00 3 60 75 76 57 00 00 00 45 33 64 58 
17.700 143 00 00 00 3 60 75 76 57 00 00 00 45 37 62 56 
17.750 143 00 00 00 3 60 75 76 57 00 00 00 45 39 60 56 
17.800 143 00 00 00 3 60 75 76 57 00 00 00 46 42 56 56 
17.850 143 00 00 00 3 60 75 76 57 00 00 00 45 42 57 56 
17.900 143 00 00 00 3 60 75 76 57 00 00 00 43 46 56 55 
17.950 143 00 00 00 3 60 75 76 57 00 00 00 44 50 53 53 
18.000 143 00 00 00 3 60 75 76 57 00 00 00 48 49 50 53 
18.050 143 00 00 00 3 60 75 76 57 00 00 00 46 54 48 52 
18.100 143 00 00 00 3 60 75 76 57 00 00 00 45 55 48 52 
18.150 143 00 00 00 3 60 75 76 57 00 00 00 43 53 50 54 
18.200 143 00 00 00 3 60 75 76 57 00 00 00 45 49 55 51 
18.250 143 00 00 00 3 60 75 76 57 00 00 00 47 47 57 49 
18.300 143 00 00 00 3 60 75 76 57 00 00 00 48 47 56 49 
18.350 143 00 00 00 3 60 75 76 57 00 00 00 49 45 57 49 
18.400 143 00 00 00 3 60 75 76 57 00 00 00 46 45 61 48 
18.450 143 00 00 00 3 60 75 76 57 00 00 00 47 43 61 49 
18.500 143 00 00 00 3 60 75 76 57 00 00 00 47 44 62 47 
18.550 143 00 00 00 3 60 75 76 57 00 00 00 52 44 56 48 
18.600 143 00 00 00 3 60 75 76 57 00 00 00 53 43 55 49 
18.650 143 00 00 00 3 60 75 76 57 00 00 00 52 45 56 47 
18.700 143 00 00 00 3 60 75 76 57 00 00 00 50 48 55 47 
18.750 143 00 00 00 3 60 75 76 57 00 00 00 52 42 56 50 
18.800 143 00 00 00 3 60 75 76 57 00 00 00 51 43 56 50 
18.850 143 00 00 00 3 60 75 76 57 00 00 00 48 46 56 50 
18.900 143 00 00 00 3 60 75 76 57 00 00 00 54 41 55 50 
18.950 143 00 00 00 3 60 75 76 57 00 00 00 52 40 58 50 
19.000 143 00 00 00 3 60 75 76 57 00 00 00 50 44 57 49 
19.050 143 00 00 00 3 60 75 76 57 00 00 00 49 41 62 48 
19.100 143 00 00 00 3 60 75 76 57 00 00 00 45 47 57 51 
19.150 143 00 00 00 3 60 75 76 57 00 00 00 48 44 58 50 
19.200 143 00 00 00 3 60 75 76 57 00 00 00 49 44 53 54 
19.250 143 00 00 00 3 60 75 76 57 00 00 00 51 42 55 52 
19.300 143 00 00 00 3 60 75 76 57 00 00 00 52 40 56 52 
19.350 143 00 00 00 3 60 75 76 57 00 00 00 50 40 57 53 
19.400 143 00 00 00 3 60 75 76 57 00 00 00 46 46 54 54 
19.450 143 00 00 00 3 60 75 76 57 00 00 00 49 45 51 55 
19.500 143 00 00 00 3 60 75 76 57 00 00 00 47 48 51 54 
19.550 143 00 00 00 3 60 75 76 57 00 00 00 44 51 50 55 
19.600 143 00 00 00 3 60 75 76 57 00 00 00 45 47 57 51 
19.650 143 00 00 00 3 60 75 76 57 00 00 00 45 50 54 51 
19.700 143 00 00 00 3 60 75 76 57 00 00 00 45 51 53 51 
19.750 143 00 00 00 3 60 75 76 57 00 00 00 42 55 52 51 
19.800 143 00 00 00 3 60 75 76 57 00 00 00 42 55 50 53 
19.850 143 00 00 00 3 60 75 76 57 00 00 00 38 59 51 52 
19.900 143 00 00 00 3 60 75 76 57 00 00 00 37 60 53 50 
19.950 143 00 00 00 3 60 75 76 57 00 00 00 38 53 58 51 
