element_index  x0 y0 z0 x1 y1 z1 x2 y2 z2 x3 y3 z3 volume deltaZ
14  1.2857 2.0000 0.0000 1.4286 2.0000 0.0000 1.4286 1.8571 0.0000 1.2857 1.8571 0.0000 0.0081633 0.40000
15  1.2857 1.8571 0.0000 1.4286 1.8571 0.0000 1.4286 1.7143 0.0000 1.2857 1.7143 0.0000 0.0081633 0.40000
16  1.2857 1.7143 0.0000 1.4286 1.7143 0.0000 1.4286 1.5714 0.0000 1.2857 1.5714 0.0000 0.0081633 0.40000
17  1.2857 1.5714 0.0000 1.4286 1.5714 0.0000 1.4286 1.4286 0.0000 1.2857 1.4286 0.0000 0.0081633 0.40000
18  1.2857 1.4286 0.0000 1.4286 1.4286 0.0000 1.4286 1.2857 0.0000 1.2857 1.2857 0.0000 0.0081633 0.40000
19  1.2857 1.2857 0.0000 1.4286 1.2857 0.0000 1.4286 1.1429 0.0000 1.2857 1.1429 0.0000 0.0081633 0.40000
20  1.2857 1.1429 0.0000 1.4286 1.1429 0.0000 1.4286 1.0000 0.0000 1.2857 1.0000 0.0000 0.0081633 0.40000
21  1.4286 2.0000 0.0000 1.5714 2.0000 0.0000 1.5714 1.8571 0.0000 1.4286 1.8571 0.0000 0.0081633 0.40000
22  1.4286 1.8571 0.0000 1.5714 1.8571 0.0000 1.5714 1.7143 0.0000 1.4286 1.7143 0.0000 0.0081633 0.40000
23  1.4286 1.7143 0.0000 1.5714 1.7143 0.0000 1.5714 1.5714 0.0000 1.4286 1.5714 0.0000 0.0081633 0.40000
24  1.4286 1.5714 0.0000 1.5714 1.5714 0.0000 1.5714 1.4286 0.0000 1.4286 1.4286 0.0000 0.0081633 0.40000
25  1.4286 1.4286 0.0000 1.5714 1.4286 0.0000 1.5714 1.2857 0.0000 1.4286 1.2857 0.0000 0.0081633 0.40000
26  1.4286 1.2857 0.0000 1.5714 1.2857 0.0000 1.5714 1.1429 0.0000 1.4286 1.1429 0.0000 0.0081633 0.40000
27  1.4286 1.1429 0.0000 1.5714 1.1429 0.0000 1.5714 1.0000 0.0000 1.4286 1.0000 0.0000 0.0081633 0.40000
28  1.5714 2.0000 0.0000 1.7143 2.0000 0.0000 1.7143 1.8571 0.0000 1.5714 1.8571 0.0000 0.0081633 0.40000
29  1.5714 1.8571 0.0000 1.7143 1.8571 0.0000 1.7143 1.7143 0.0000 1.5714 1.7143 0.0000 0.0081633 0.40000
30  1.5714 1.7143 0.0000 1.7143 1.7143 0.0000 1.7143 1.5714 0.0000 1.5714 1.5714 0.0000 0.0081633 0.40000
31  1.5714 1.5714 0.0000 1.7143 1.5714 0.0000 1.7143 1.4286 0.0000 1.5714 1.4286 0.0000 0.0081633 0.40000
32  1.5714 1.4286 0.0000 1.7143 1.4286 0.0000 1.7143 1.2857 0.0000 1.5714 1.2857 0.0000 0.0081633 0.40000
33  1.5714 1.2857 0.0000 1.7143 1.2857 0.0000 1.7143 1.1429 0.0000 1.5714 1.1429 0.0000 0.0081633 0.40000
34  1.5714 1.1429 0.0000 1.7143 1.1429 0.0000 1.7143 1.0000 0.0000 1.5714 1.0000 0.0000 0.0081633 0.40000
35  1.7143 2.0000 0.0000 1.8571 2.0000 0.0000 1.8571 1.8571 0.0000 1.7143 1.8571 0.0000 0.0081633 0.40000
36  1.7143 1.8571 0.0000 1.8571 1.8571 0.0000 1.8571 1.7143 0.0000 1.7143 1.7143 0.0000 0.0081633 0.40000
37  1.7143 1.7143 0.0000 1.8571 1.7143 0.0000 1.8571 1.5714 0.0000 1.7143 1.5714 0.0000 0.0081633 0.40000
38  1.7143 1.5714 0.0000 1.8571 1.5714 0.0000 1.8571 1.4286 0.0000 1.7143 1.4286 0.0000 0.0081633 0.40000
39  1.7143 1.4286 0.0000 1.8571 1.4286 0.0000 1.8571 1.2857 0.0000 1.7143 1.2857 0.0000 0.0081633 0.40000
40  1.7143 1.2857 0.0000 1.8571 1.2857 0.0000 1.8571 1.1429 0.0000 1.7143 1.1429 0.0000 0.0081633 0.40000
41  1.7143 1.1429 0.0000 1.8571 1.1429 0.0000 1.8571 1.0000 0.0000 1.7143 1.0000 0.0000 0.0081633 0.40000
42  1.8571 2.0000 0.0000 2.0000 2.0000 0.0000 2.0000 1.8571 0.0000 1.8571 1.8571 0.0000 0.0081633 0.40000
43  1.8571 1.8571 0.0000 2.0000 1.8571 0.0000 2.0000 1.7143 0.0000 1.8571 1.7143 0.0000 0.0081633 0.40000
44  1.8571 1.7143 0.0000 2.0000 1.7143 0.0000 2.0000 1.5714 0.0000 1.8571 1.5714 0.0000 0.0081633 0.40000
45  1.8571 1.5714 0.0000 2.0000 1.5714 0.0000 2.0000 1.4286 0.0000 1.8571 1.4286 0.0000 0.0081633 0.40000
46  1.8571 1.4286 0.0000 2.0000 1.4286 0.0000 2.0000 1.2857 0.0000 1.8571 1.2857 0.0000 0.0081633 0.40000
47  1.8571 1.2857 0.0000 2.0000 1.2857 0.0000 2.0000 1.1429 0.0000 1.8571 1.1429 0.0000 0.0081633 0.40000
48  1.8571 1.1429 0.0000 2.0000 1.1429 0.0000 2.0000 1.0000 0.0000 1.8571 1.0000 0.0000 0.0081633 0.40000
49  2.0000 2.0000 0.0000 2.1429 2.0000 0.0000 2.1429 1.8571 0.0000 2.0000 1.8571 0.0000 0.0081633 0.40000
50  2.0000 1.8571 0.0000 2.1429 1.8571 0.0000 2.1429 1.7143 0.0000 2.0000 1.7143 0.0000 0.0081633 0.40000
51  2.0000 1.7143 0.0000 2.1429 1.7143 0.0000 2.1429 1.5714 0.0000 2.0000 1.5714 0.0000 0.0081633 0.40000
52  2.0000 1.5714 0.0000 2.1429 1.5714 0.0000 2.1429 1.4286 0.0000 2.0000 1.4286 0.0000 0.0081633 0.40000
53  2.0000 1.4286 0.0000 2.1429 1.4286 0.0000 2.1429 1.2857 0.0000 2.0000 1.2857 0.0000 0.0081633 0.40000
54  2.0000 1.2857 0.0000 2.1429 1.2857 0.0000 2.1429 1.1429 0.0000 2.0000 1.1429 0.0000 0.0081633 0.40000
55  2.0000 1.1429 0.0000 2.1429 1.1429 0.0000 2.1429 1.0000 0.0000 2.0000 1.0000 0.0000 0.0081633 0.40000
56  2.1429 2.0000 0.0000 2.2857 2.0000 0.0000 2.2857 1.8571 0.0000 2.1429 1.8571 0.0000 0.0081633 0.40000
57  2.1429 1.8571 0.0000 2.2857 1.8571 0.0000 2.2857 1.7143 0.0000 2.1429 1.7143 0.0000 0.0081633 0.40000
58  2.1429 1.7143 0.0000 2.2857 1.7143 0.0000 2.2857 1.5714 0.0000 2.1429 1.5714 0.0000 0.0081633 0.40000
59  2.1429 1.5714 0.0000 2.2857 1.5714 0.0000 2.2857 1.4286 0.0000 2.1429 1.4286 0.0000 0.0081633 0.40000
60  2.1429 1.4286 0.0000 2.2857 1.4286 0.0000 2.2857 1.2857 0.0000 2.1429 1.2857 0.0000 0.0081633 0.40000
61  2.1429 1.2857 0.0000 2.2857 1.2857 0.0000 2.2857 1.1429 0.0000 2.1429 1.1429 0.0000 0.0081633 0.40000
62  2.1429 1.1429 0.0000 2.2857 1.1429 0.0000 2.2857 1.0000 0.0000 2.1429 1.0000 0.0000 0.0081633 0.40000
63  2.2857 2.0000 0.0000 2.4286 2.0000 0.0000 2.4286 1.8571 0.0000 2.2857 1.8571 0.0000 0.0081633 0.40000
64  2.2857 1.8571 0.0000 2.4286 1.8571 0.0000 2.4286 1.7143 0.0000 2.2857 1.7143 0.0000 0.0081633 0.40000
65  2.2857 1.7143 0.0000 2.4286 1.7143 0.0000 2.4286 1.5714 0.0000 2.2857 1.5714 0.0000 0.0081633 0.40000
66  2.2857 1.5714 0.0000 2.4286 1.5714 0.0000 2.4286 1.4286 0.0000 2.2857 1.4286 0.0000 0.0081633 0.40000
67  2.2857 1.4286 0.0000 2.4286 1.4286 0.0000 2.4286 1.2857 0.0000 2.2857 1.2857 0.0000 0.0081633 0.40000
68  2.2857 1.2857 0.0000 2.4286 1.2857 0.0000 2.4286 1.1429 0.0000 2.2857 1.1429 0.0000 0.0081633 0.40000
69  2.2857 1.1429 0.0000 2.4286 1.1429 0.0000 2.4286 1.0000 0.0000 2.2857 1.0000 0.0000 0.0081633 0.40000
70  2.4286 2.0000 0.0000 2.5714 2.0000 0.0000 2.5714 1.8571 0.0000 2.4286 1.8571 0.0000 0.0081633 0.40000
71  2.4286 1.8571 0.0000 2.5714 1.8571 0.0000 2.5714 1.7143 0.0000 2.4286 1.7143 0.0000 0.0081633 0.40000
72  2.4286 1.7143 0.0000 2.5714 1.7143 0.0000 2.5714 1.5714 0.0000 2.4286 1.5714 0.0000 0.0081633 0.40000
73  2.4286 1.5714 0.0000 2.5714 1.5714 0.0000 2.5714 1.4286 0.0000 2.4286 1.4286 0.0000 0.0081633 0.40000
74  2.4286 1.4286 0.0000 2.5714 1.4286 0.0000 2.5714 1.2857 0.0000 2.4286 1.2857 0.0000 0.0081633 0.40000
75  2.4286 1.2857 0.0000 2.5714 1.2857 0.0000 2.5714 1.1429 0.0000 2.4286 1.1429 0.0000 0.0081633 0.40000
76  2.4286 1.1429 0.0000 2.5714 1.1429 0.0000 2.5714 1.0000 0.0000 2.4286 1.0000 0.0000 0.0081633 0.40000
77  2.5714 2.0000 0.0000 2.7143 2.0000 0.0000 2.7143 1.8571 0.0000 2.5714 1.8571 0.0000 0.0081633 0.40000
78  2.5714 1.8571 0.0000 2.7143 1.8571 0.0000 2.7143 1.7143 0.0000 2.5714 1.7143 0.0000 0.0081633 0.40000
79  2.5714 1.7143 0.0000 2.7143 1.7143 0.0000 2.7143 1.5714 0.0000 2.5714 1.5714 0.0000 0.0081633 0.40000
80  2.5714 1.5714 0.0000 2.7143 1.5714 0.0000 2.7143 1.4286 0.0000 2.5714 1.4286 0.0000 0.0081633 0.40000
81  2.5714 1.4286 0.0000 2.7143 1.4286 0.0000 2.7143 1.2857 0.0000 2.5714 1.2857 0.0000 0.0081633 0.40000
82  2.5714 1.2857 0.0000 2.7143 1.2857 0.0000 2.7143 1.1429 0.0000 2.5714 1.1429 0.0000 0.0081633 0.40000
83  2.5714 1.1429 0.0000 2.7143 1.1429 0.0000 2.7143 1.0000 0.0000 2.5714 1.0000 0.0000 0.0081633 0.40000
84  2.7143 2.0000 0.0000 2.8571 2.0000 0.0000 2.8571 1.8571 0.0000 2.7143 1.8571 0.0000 0.0081633 0.40000
85  2.7143 1.8571 0.0000 2.8571 1.8571 0.0000 2.8571 1.7143 0.0000 2.7143 1.7143 0.0000 0.0081633 0.40000
86  2.7143 1.7143 0.0000 2.8571 1.7143 0.0000 2.8571 1.5714 0.0000 2.7143 1.5714 0.0000 0.0081633 0.40000
87  2.7143 1.5714 0.0000 2.8571 1.5714 0.0000 2.8571 1.4286 0.0000 2.7143 1.4286 0.0000 0.0081633 0.40000
88  2.7143 1.4286 0.0000 2.8571 1.4286 0.0000 2.8571 1.2857 0.0000 2.7143 1.2857 0.0000 0.0081633 0.40000
89  2.7143 1.2857 0.0000 2.8571 1.2857 0.0000 2.8571 1.1429 0.0000 2.7143 1.1429 0.0000 0.0081633 0.40000
90  2.7143 1.1429 0.0000 2.8571 1.1429 0.0000 2.8571 1.0000 0.0000 2.7143 1.0000 0.0000 0.0081633 0.40000
91  2.8571 2.0000 0.0000 3.0000 2.0000 0.0000 3.0000 1.8571 0.0000 2.8571 1.8571 0.0000 0.0081633 0.40000
92  2.8571 1.8571 0.0000 3.0000 1.8571 0.0000 3.0000 1.7143 0.0000 2.8571 1.7143 0.0000 0.0081633 0.40000
93  2.8571 1.7143 0.0000 3.0000 1.7143 0.0000 3.0000 1.5714 0.0000 2.8571 1.5714 0.0000 0.0081633 0.40000
94  2.8571 1.5714 0.0000 3.0000 1.5714 0.0000 3.0000 1.4286 0.0000 2.8571 1.4286 0.0000 0.0081633 0.40000
95  2.8571 1.4286 0.0000 3.0000 1.4286 0.0000 3.0000 1.2857 0.0000 2.8571 1.2857 0.0000 0.0081633 0.40000
96  2.8571 1.2857 0.0000 3.0000 1.2857 0.0000 3.0000 1.1429 0.0000 2.8571 1.1429 0.0000 0.0081633 0.40000
97  2.8571 1.1429 0.0000 3.0000 1.1429 0.0000 3.0000 1.0000 0.0000 2.8571 1.0000 0.0000 0.0081633 0.40000
98  1.5429 2.1000 0.0000 1.5429 2.0000 0.0000 1.7429 2.0000 0.0000 1.7429 2.1000 0.0000 0.0031416 0.10000
99  1.5429 2.2000 0.0000 1.5429 2.1000 0.0000 1.7429 2.1000 0.0000 1.7429 2.2000 0.0000 0.0031416 0.10000
100  1.5429 2.3000 0.0000 1.5429 2.2000 0.0000 1.7429 2.2000 0.0000 1.7429 2.3000 0.0000 0.0031416 0.10000
101  1.3429 2.4000 0.0000 1.5429 2.3000 0.0000 1.7429 2.3000 0.0000 1.9429 2.4000 0.0000 0.013614 0.20000
102  1.3429 2.5000 0.0000 1.3429 2.4000 0.0000 1.9429 2.4000 0.0000 1.9429 2.5000 0.0000 0.028274 0.30000
103  1.5429 2.6000 0.0000 1.3429 2.5000 0.0000 1.9429 2.5000 0.0000 1.7429 2.6000 0.0000 0.013614 0.20000
104  1.7429 0.90000 0.0000 1.7429 1.0000 0.0000 1.5429 1.0000 0.0000 1.5429 0.90000 0.0000 0.0031416 0.10000
105  1.7429 0.80000 0.0000 1.7429 0.90000 0.0000 1.5429 0.90000 0.0000 1.5429 0.80000 0.0000 0.0031416 0.10000
106  1.7429 0.70000 0.0000 1.7429 0.80000 0.0000 1.5429 0.80000 0.0000 1.5429 0.70000 0.0000 0.0031416 0.10000
107  1.9429 0.60000 0.0000 1.7429 0.70000 0.0000 1.5429 0.70000 0.0000 1.3429 0.60000 0.0000 0.013614 0.20000
108  1.9429 0.50000 0.0000 1.9429 0.60000 0.0000 1.3429 0.60000 0.0000 1.3429 0.50000 0.0000 0.028274 0.30000
109  1.7429 0.40000 0.0000 1.9429 0.50000 0.0000 1.3429 0.50000 0.0000 1.5429 0.40000 0.0000 0.013614 0.20000
110  1.4900 2.0300 0.0000 1.4850 2.0000 0.0000 1.5150 2.0000 0.0000 1.5100 2.0300 0.0000 1.4923e-05 0.012500
111  1.5100 0.97000 0.0000 1.5150 1.0000 0.0000 1.4850 1.0000 0.0000 1.4900 0.97000 0.0000 1.4923e-05 0.012500
112  1.6329 2.0300 0.0000 1.6279 2.0000 0.0000 1.6579 2.0000 0.0000 1.6529 2.0300 0.0000 1.4923e-05 0.012500
113  1.6529 0.97000 0.0000 1.6579 1.0000 0.0000 1.6279 1.0000 0.0000 1.6329 0.97000 0.0000 1.4923e-05 0.012500
114  2.2243 0.97000 0.0000 2.2293 1.0000 0.0000 2.1993 1.0000 0.0000 2.2043 0.97000 0.0000 1.4923e-05 0.012500
