Time 2ag_AVG_dendrite STD_dendrite 2ag_AVG_SM_dendrite STD_SM_dendrite 2ag_AVG_CT_dendrite STD_CT_dendrite 2ag_AVG_neck.sa1[0] STD_neck.sa1[0] 2ag_AVG_CT_neck.sa1[0] STD_CT_neck.sa1[0] 2ag_AVG_head.sa1[0] STD_head.sa1[0] 2ag_AVG_CT_head.sa1[0] STD_CT_head.sa1[0] 2ag_AVG_PSD.sa1[0] STD_PSD.sa1[0] 2ag_AVG_CT_PSD.sa1[0] STD_CT_PSD.sa1[0] 2ag_AVG_neck.sa1[1] STD_neck.sa1[1] 2ag_AVG_CT_neck.sa1[1] STD_CT_neck.sa1[1] 2ag_AVG_head.sa1[1] STD_head.sa1[1] 2ag_AVG_CT_head.sa1[1] STD_CT_head.sa1[1] 2ag_AVG_PSD.sa1[1] STD_PSD.sa1[1] 2ag_AVG_CT_PSD.sa1[1] STD_CT_PSD.sa1[1] 2ag_AVG_FAKE.sa2[0] STD_FAKE.sa2[0] 2ag_AVG_CT_FAKE.sa2[0] STD_CT_FAKE.sa2[0] 2ag_AVG_FAKE.sa2[1] STD_FAKE.sa2[1] 2ag_AVG_CT_FAKE.sa2[1] STD_CT_FAKE.sa2[1] 2ag_AVG_FAKE.sa2[2] STD_FAKE.sa2[2] 2ag_AVG_CT_FAKE.sa2[2] STD_CT_FAKE.sa2[2] 2ag_AVG_FAKE.sa2[3] STD_FAKE.sa2[3] 2ag_AVG_CT_FAKE.sa2[3] STD_CT_FAKE.sa2[3] 2ag_AVG_FAKE.sa2[4] STD_FAKE.sa2[4] 2ag_AVG_CT_FAKE.sa2[4] STD_CT_FAKE.sa2[4] 2ag_AVG_TOTAL STD_TOTAL
3850 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
3900 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
3950 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
4000 0.0102041 0.100499 0 0 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0391828 0.125921 
4050 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
4100 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
4150 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
4200 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
4250 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
4300 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0384919 0.204931 
4350 0.0408164 0.197864 0.107143 0.309295 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
4400 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0947976 0.227778 
4450 0.0714286 0.257539 0.107143 0.309295 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614488 0.238943 
4500 0.0714286 0.257539 0.107143 0.309295 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0648271 0.255661 
4550 0.0918368 0.322197 0.178571 0.467025 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0790056 0.299016 
4600 0.112245 0.315667 0.0357143 0.185577 0.142857 0.349927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0965624 0.293816 
4650 0.102041 0.302702 0.107143 0.309295 0.1 0.3 0 0 0 0 0 0 0 0 1 0 1 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.105802 0.305211 
4700 0.0510205 0.220039 0.107143 0.309295 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0742964 0.215995 
4750 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
4800 0.0306123 0.172265 0.0714286 0.257539 0.0142857 0.118666 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
4850 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0585318 0.220789 
4900 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
4950 0.0306123 0.172265 0.0714286 0.257539 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
5000 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0479612 0.154229 
5050 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
5100 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
5150 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0321966 0.158273 
5200 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
5250 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0772408 0.19368 
5300 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0321966 0.158273 
5350 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 1 0 1 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.059684 0.150083 
5400 0.0612246 0.239742 0.107143 0.309295 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
5450 0.0408164 0.197864 0.107143 0.309295 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
5500 0.0102041 0.100499 0 0 0.0142857 0.118666 0 0 0 0 1.34998 0.421369 1.34998 0.421369 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.084227 0.21232 
5550 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
5600 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
5650 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
5700 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
5750 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
5800 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
5850 0.0408164 0.244046 0.0714286 0.371154 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.225701 
5900 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0297135 0.184119 
5950 0.0306123 0.172265 0 0 0.0428572 0.202535 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0601179 0.19966 
6000 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0355749 0.183077 
6050 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
6100 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
6150 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
6200 0.0714286 0.257539 0.0714286 0.257539 0.0714286 0.257539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614488 0.238943 
6250 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065518 0.197954 
6300 0.0408164 0.244046 0.0357143 0.185577 0.0428572 0.263803 0 0 0 0 1.34998 0.421369 1.34998 0.421369 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110562 0.288839 
6350 0.0918368 0.288795 0.142857 0.349927 0.0714286 0.257539 0 0 0 0 0.67499 0.210684 0.67499 0.210684 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12405 0.283309 
6400 0.102041 0.302702 0.142857 0.349927 0.0857143 0.279942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.102424 0.291824 
6450 0.0714286 0.257539 0.107143 0.309295 0.0571429 0.232115 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122258 0.251623 
6500 0.0714286 0.257539 0.0714286 0.257539 0.0714286 0.257539 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0907284 0.26463 
6550 0.0918368 0.288795 0.0714286 0.257539 0.1 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0936454 0.279619 
6600 0.0714286 0.294508 0.107143 0.408769 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614488 0.272919 
6650 0.0612246 0.239742 0.0714286 0.257539 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
6700 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0801578 0.213889 
6750 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
6800 0.0510205 0.220039 0.0714286 0.257539 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
6850 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0585318 0.220789 
6900 0.0510205 0.262346 0 0 0.0714286 0.308055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.242782 
6950 0.0510205 0.220039 0 0 0.0714286 0.257539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
7000 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
7050 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065518 0.197954 
7100 0.0612246 0.239742 0 0 0.0857143 0.279942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
7150 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
7200 0.0102041 0.100499 0 0 0.0142857 0.118666 0.333333 0.471405 0.333333 0.471405 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0459395 0.180754 
7250 0.0510205 0.220039 0.107143 0.309295 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
7300 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
7350 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
7400 0.0306123 0.172265 0.0714286 0.257539 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
7450 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
7500 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0479612 0.154229 
7550 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0479612 0.154229 
7600 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
7650 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
7700 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
7750 0.0306123 0.172265 0.0714286 0.257539 0.0142857 0.118666 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0713794 0.195916 
7800 0.0612246 0.239742 0.142857 0.349927 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
7850 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
7900 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
7950 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0479612 0.154229 
8000 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
8050 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0321966 0.158273 
8100 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0468364 0.223563 
8150 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0.666667 0.471405 0.666667 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418702 0.224546 
8200 0.0510205 0.220039 0.107143 0.309295 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
8250 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0321966 0.158273 
8300 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
8350 0.0816327 0.273804 0.107143 0.309295 0.0714286 0.257539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0702272 0.254231 
8400 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.34998 0.421369 1.34998 0.421369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0959224 0.245691 
8450 0.0306123 0.172265 0 0 0.0428572 0.202535 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0297135 0.184119 
8500 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0772408 0.19368 
8550 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
