Time 2ag_AVG_dendrite STD_dendrite 2ag_AVG_SM_dendrite STD_SM_dendrite 2ag_AVG_CT_dendrite STD_CT_dendrite 2ag_AVG_neck.sa1[0] STD_neck.sa1[0] 2ag_AVG_CT_neck.sa1[0] STD_CT_neck.sa1[0] 2ag_AVG_head.sa1[0] STD_head.sa1[0] 2ag_AVG_CT_head.sa1[0] STD_CT_head.sa1[0] 2ag_AVG_PSD.sa1[0] STD_PSD.sa1[0] 2ag_AVG_CT_PSD.sa1[0] STD_CT_PSD.sa1[0] 2ag_AVG_neck.sa1[1] STD_neck.sa1[1] 2ag_AVG_CT_neck.sa1[1] STD_CT_neck.sa1[1] 2ag_AVG_head.sa1[1] STD_head.sa1[1] 2ag_AVG_CT_head.sa1[1] STD_CT_head.sa1[1] 2ag_AVG_PSD.sa1[1] STD_PSD.sa1[1] 2ag_AVG_CT_PSD.sa1[1] STD_CT_PSD.sa1[1] 2ag_AVG_FAKE.sa2[0] STD_FAKE.sa2[0] 2ag_AVG_CT_FAKE.sa2[0] STD_CT_FAKE.sa2[0] 2ag_AVG_FAKE.sa2[1] STD_FAKE.sa2[1] 2ag_AVG_CT_FAKE.sa2[1] STD_CT_FAKE.sa2[1] 2ag_AVG_FAKE.sa2[2] STD_FAKE.sa2[2] 2ag_AVG_CT_FAKE.sa2[2] STD_CT_FAKE.sa2[2] 2ag_AVG_FAKE.sa2[3] STD_FAKE.sa2[3] 2ag_AVG_CT_FAKE.sa2[3] STD_CT_FAKE.sa2[3] 2ag_AVG_FAKE.sa2[4] STD_FAKE.sa2[4] 2ag_AVG_CT_FAKE.sa2[4] STD_CT_FAKE.sa2[4] 2ag_AVG_TOTAL STD_TOTAL
8600 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
8650 0.0510205 0.220039 0.107143 0.309295 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0742964 0.215995 
8700 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
8750 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
8800 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
8850 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0384919 0.204931 
8900 0.0714286 0.257539 0.107143 0.309295 0.0571429 0.232115 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0760886 0.252539 
8950 0.0714286 0.257539 0 0 0.1 0.3 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0918532 0.247241 
9000 0.0510205 0.220039 0.0714286 0.257539 0.0428572 0.202535 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0889362 0.23013 
9050 0.0612246 0.239742 0.0714286 0.257539 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
9100 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
9150 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
9200 0.0306123 0.172265 0 0 0.0428572 0.202535 0.333333 0.471405 0.333333 0.471405 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0601179 0.19966 
9250 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065518 0.197954 
9300 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0.333333 0.471405 0.333333 0.471405 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0513395 0.179295 
9350 0.0408164 0.244046 0.107143 0.408769 0.0142857 0.118666 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.241649 
9400 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0321966 0.158273 
9450 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
9500 0.0204082 0.141392 0.0714286 0.257539 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0513395 0.179295 
9550 0.0408164 0.197864 0 0 0.0571429 0.232115 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0688963 0.217778 
9600 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0713794 0.195916 
9650 0.0510205 0.220039 0 0 0.0714286 0.257539 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104701 0.223399 
9700 0.0612246 0.279077 0 0 0.0857143 0.327015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.25844 
9750 0.0510205 0.220039 0.0714286 0.257539 0.0428572 0.202535 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0742964 0.215995 
9800 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
9850 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0384919 0.204931 
9900 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0801578 0.213889 
9950 0.0408164 0.197864 0.107143 0.309295 0.0142857 0.118666 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0959224 0.207299 
10000 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
10050 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
10100 0.0408164 0.197864 0.107143 0.309295 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
10150 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
10200 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
10250 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567396 0.17766 
10300 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
10350 0.0510205 0.262346 0.0357143 0.185577 0.0571429 0.287139 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0472703 0.259482 
10400 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0783656 0.169238 
10450 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
10500 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
10550 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
10600 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
10650 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0355749 0.183077 
10700 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567396 0.17766 
10750 0.0306123 0.172265 0.0714286 0.257539 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
10800 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175568 0.130702 
10850 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
10900 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
10950 0.0510205 0.262346 0 0 0.0714286 0.308055 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0742964 0.253072 
11000 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
11050 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
11100 0.0408164 0.244046 0.0714286 0.371154 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065518 0.237859 
11150 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567396 0.17766 
11200 0.0714286 0.294508 0.0357143 0.185577 0.0857143 0.327015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0.0614648 0.288407 
11250 0.0612246 0.239742 0 0 0.0857143 0.279942 0 0 0 0 0 0 0 0 1 0 1 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0706885 0.254103 
11300 0.0612246 0.239742 0.107143 0.309295 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
11350 0.0306123 0.172265 0.0357143 0.185577 0.0285714 0.166599 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0556148 0.200961 
11400 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0355749 0.183077 
11450 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040975 0.181944 
11500 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0243134 0.184909 
11550 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497534 0.202492 
11600 0.0204082 0.141392 0.0357143 0.185577 0.0142857 0.118666 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0479612 0.154229 
11650 0.0204082 0.141392 0 0 0.0285714 0.166599 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0513395 0.179295 
11700 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
11750 0.0714286 0.257539 0.0357143 0.185577 0.0857143 0.279942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614488 0.238943 
11800 0.0612246 0.239742 0.0714286 0.257539 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
11850 0.0816327 0.308832 0.0714286 0.257539 0.0857143 0.327015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0702272 0.286399 
11900 0.102041 0.334719 0.107143 0.309295 0.1 0.344342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.087784 0.310873 
11950 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0889362 0.23013 
12000 0.0510205 0.220039 0.0357143 0.185577 0.0571429 0.232115 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0742964 0.215995 
12050 0.0714286 0.257539 0.0357143 0.185577 0.0857143 0.279942 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0760886 0.252539 
12100 0.0306123 0.172265 0 0 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263352 0.159353 
12150 0.0612246 0.239742 0.0714286 0.257539 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526704 0.222261 
12200 0.0510205 0.220039 0.107143 0.309295 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
12250 0.0408164 0.197864 0.0714286 0.257539 0.0285714 0.166599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0351136 0.183166 
12300 0.0408164 0.197864 0.0357143 0.185577 0.0428572 0.202535 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065518 0.197954 
12350 0.0510205 0.220039 0.0714286 0.257539 0.0428572 0.202535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043892 0.203842 
12400 0.0714286 0.257539 0.107143 0.309295 0.0571429 0.232115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614488 0.238943 
12450 0.0612246 0.239742 0 0 0.0857143 0.279942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.112354 0.256198 
12500 0.0714286 0.257539 0.0357143 0.185577 0.0857143 0.279942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0614488 0.238943 
12550 0.0408164 0.197864 0 0 0.0571429 0.232115 0 0 0 0 0 0 0 0 1 0 1 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0531317 0.222151 
12600 0.0714286 0.257539 0.0357143 0.185577 0.0857143 0.279942 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0648271 0.255661 
12650 0.0714286 0.257539 0 0 0.1 0.3 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.136897 0.261181 
12700 0.132653 0.339199 0.25 0.433013 0.0857143 0.279942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144524 0.317572 
12750 0.153061 0.481326 0.25 0.687906 0.114286 0.360272 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17672 0.451168 
12800 0.112245 0.374783 0.0714286 0.371154 0.128571 0.374983 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125842 0.363304 
12850 0.112245 0.315667 0.0714286 0.257539 0.128571 0.334725 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11458 0.316093 
12900 0.163265 0.42122 0.178571 0.382993 0.157143 0.435421 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155094 0.398189 
12950 0.122449 0.327804 0.178571 0.382993 0.1 0.3 0 0 0 0 0.67499 0.210684 0.67499 0.210684 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.150385 0.314839 
13000 0.0714286 0.257539 0.107143 0.309295 0.0571429 0.232115 0 0 0 0 1.34998 0.421369 1.34998 0.421369 0 0 0 0 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.152662 0.284679 
13050 0.122449 0.35758 0.107143 0.408769 0.128571 0.334725 0 0 0 0 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.135745 0.334676 
13100 0.122449 0.327804 0.107143 0.309295 0.128571 0.334725 0 0 0 0 0.650019 1.25598 0.650019 1.25598 0 0 0 0 0 0 0 0 0.32501 0.627988 0.32501 0.627988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14926 0.354327 
13150 0.132653 0.368055 0.214286 0.48969 0.1 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0.333333 0.471405 0.333333 0.471405 0.67499 0.210684 0.67499 0.210684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.147902 0.354896 
